id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KIFAP3	3	0.99964	0.99964	1.0	21450	0	2.2429	0.00035599	0.0010502	0.707921	30	3	2.2429
PLA2G16	3	0.99962	0.99962	1.0	21449	0	1.8395	0.00037831	0.0011153	0.707921	31	3	1.8395
STAM	3	0.99961	0.99961	1.0	21448	0	1.8204	0.00038561	0.001136	0.707921	32	3	1.8204
NonTargetingControlGuideForHuman_0473	1	0.99961	0.99963	1.0	21447	0	5.4469	0.00039077	0.00039081	0.493593	33	1	5.4469
G6PC2	3	0.96176	0.96186	1.0	20587	0	2.8985	0.00039206	0.0011503	0.707921	34	2	2.8985
SURF6	3	0.99961	0.99961	1.0	21446	0	1.5498	0.00039404	0.0011544	0.707921	35	3	1.5498
CTNNA2	3	0.20238	0.35062	1.0	7245	1	2.8773	0.00041073	0.001201	0.707921	36	2	2.8773
TMEM204	3	0.99958	0.99958	1.0	21444	0	1.5532	0.00041551	0.0012199	0.707921	37	3	1.5532
ANKRD36	3	0.94488	0.94499	1.0	20173	0	2.8422	0.00044589	0.0013122	0.723144	38	2	2.8422
TOMM22	3	0.0063981	0.01747	0.819339	456	1	0.52759	0.0004545	0.0013412	0.723144	39	1	0.52759
hsa-mir-324	4	0.36376	0.56992	1.0	10619	2	-1.9833	0.00047841	0.0016612	0.744644	40	1	-1.9833
GLYCTK	3	0.99929	0.99929	1.0	21437	0	2.7891	0.00051426	0.0014874	0.744644	41	3	2.7891
RAB30	3	0.98094	0.98101	1.0	21019	0	2.805	0.0005394	0.0015589	0.744644	42	2	2.805
SMCO2	3	0.99945	0.99945	1.0	21443	0	2.7057	0.00054955	0.001587	0.744644	43	3	2.7057
EMCN	3	0.72298	0.76111	1.0	15940	1	-0.89815	0.00055016	0.0015884	0.744644	44	1	-0.89815
ANXA5	3	0.99943	0.99943	1.0	21442	0	1.46	0.0005674	0.0016396	0.744644	45	3	1.46
SPAST	3	0.99941	0.99941	1.0	21441	0	2.2124	0.00058965	0.0017055	0.744644	46	3	2.2124
ATXN7	3	0.99657	0.99662	1.0	21384	0	2.7788	0.00059278	0.0017156	0.744644	47	2	2.7788
CADM4	3	0.8416	0.84411	1.0	17856	1	0.13249	0.000598	0.0017299	0.744644	48	1	0.13249
FBXO3	3	0.9994	0.9994	1.0	21440	0	2.0979	0.00060219	0.0017401	0.744644	49	3	2.0979
C21orf62	3	0.89923	0.89932	1.0	19112	0	2.7351	0.00063618	0.0018383	0.744644	50	2	2.7351
RPSA	3	0.62225	0.70779	1.0	14689	1	-0.15839	0.00064582	0.0018641	0.744644	51	1	-0.15839
ATXN2L	3	0.94359	0.94372	1.0	20147	0	2.7299	0.00065285	0.0018853	0.744644	52	2	2.7299
LRRC2	3	0.23481	0.38474	1.0	7940	1	2.7242	0.00066126	0.0019075	0.744644	53	2	2.7242
ARL13A	3	0.99932	0.99932	1.0	21439	0	1.8882	0.00068079	0.0019587	0.750972	54	3	1.8882
CAPG	3	0.99926	0.99926	1.0	21436	0	2.0495	0.00073591	0.0021118	0.788409	55	3	2.0495
ARRDC5	3	0.86374	0.86398	1.0	18301	1	0.34032	0.00074148	0.0021297	0.788409	56	1	0.34032
DUOX1	3	0.95869	0.95883	1.0	20503	0	2.6836	0.00075582	0.0021694	0.789478	57	2	2.6836
ATM	3	0.59457	0.69484	1.0	14393	1	1.8946	0.0007893	0.0022658	0.810809	58	2	1.8946
PCM1	3	0.3896	0.54452	1.0	11160	1	2.6651	0.0008218	0.0023511	0.815732	59	2	2.6651
TRPC5	3	0.99917	0.99916	1.0	21435	0	2.0457	0.00083354	0.0023815	0.815732	60	3	2.0457
NRM	3	0.87844	0.87851	1.0	18629	0	-0.4806	0.00083713	0.0023935	0.815732	61	1	-0.4806
ZNF746	3	0.70941	0.75323	1.0	15769	1	-0.32983	0.00088495	0.0025254	0.847231	62	1	-0.32983
METRN	3	0.99908	0.99908	1.0	21434	0	1.5562	0.00092347	0.0026356	0.861911	63	3	1.5562
hsa-mir-5003	4	0.21926	0.41174	1.0	7606	2	-1.3777	0.00092476	0.0028639	0.86968	64	1	-1.3777
SEC14L2	3	0.99907	0.99908	1.0	21433	0	1.9964	0.00092802	0.0026494	0.861911	65	3	1.9964
PSMB6	3	0.98521	0.98534	1.0	21119	0	2.6156	0.00095857	0.0027352	0.86968	66	2	2.6156
OMA1	3	0.94891	0.94906	1.0	20257	0	0.34966	0.00098059	0.0027878	0.86968	67	1	0.34966
CEBPA	3	0.31047	0.46386	1.0	9541	1	2.5818	0.00099094	0.0028145	0.86968	68	2	2.5818
PMP2	3	0.33307	0.48709	1.0	9987	1	2.5623	0.0010273	0.0029266	0.86968	69	2	2.5623
C1orf185	3	0.99008	0.99018	1.0	21240	0	1.2911	0.0010284	0.0029298	0.86968	70	2	1.2911
HCAR1	3	0.9553	0.95548	1.0	20427	0	2.5618	0.001052	0.003005	0.86968	71	2	2.5618
OAF	3	0.92472	0.92472	1.0	19700	0	2.5691	0.0010662	0.0030349	0.86968	72	2	2.5691
RFX8	3	0.82717	0.83207	1.0	17577	1	-0.43587	0.0010762	0.0030686	0.86968	73	1	-0.43587
NEK7	3	0.99892	0.99892	1.0	21432	0	2.2589	0.0010815	0.0030843	0.86968	74	3	2.2589
PLCZ1	3	0.9989	0.99891	1.0	21431	0	1.7236	0.0010956	0.0031189	0.86968	75	3	1.7236
TEX28	3	0.059052	0.13925	0.967629	3014	2	-4.9245	0.001124	0.0031903	0.870271	76	1	-4.9245
ZNF675	3	0.99884	0.99885	1.0	21430	0	1.2494	0.0011557	0.0032835	0.870271	77	3	1.2494
OR2A25	3	0.90354	0.90353	1.0	19214	0	2.5148	0.0011626	0.0033033	0.870271	78	2	2.5148
OR51E2	3	0.96052	0.96067	1.0	20554	0	2.5417	0.0011888	0.0033748	0.870271	79	2	2.5417
HIBCH	3	0.9988	0.99881	1.0	21429	0	1.1892	0.0012021	0.003408	0.870271	80	3	1.1892
KIF12	3	0.99879	0.9988	1.0	21428	0	1.3081	0.0012065	0.0034241	0.870271	81	3	1.3081
TLR5	3	0.89921	0.8993	1.0	19111	0	-0.57506	0.0012197	0.003456	0.870271	82	1	-0.57506
hsa-mir-1283-1	4	0.15087	0.31427	1.0	6103	3	-3.0864	0.0012435	0.003722	0.870271	83	1	-3.0864
PLEKHS1	3	0.83313	0.83699	1.0	17688	1	-0.49753	0.0012675	0.0035842	0.870271	84	1	-0.49753
BBS2	3	0.47494	0.62988	1.0	12939	1	-1.1949	0.0013153	0.003722	0.870271	85	1	-1.1949
TAAR1	3	0.97383	0.97388	1.0	20871	0	2.4714	0.0013259	0.0037511	0.870271	86	2	2.4714
HOXA3	3	0.64288	0.71782	1.0	14942	1	2.4565	0.0013299	0.0037612	0.870271	87	2	2.4565
SIT1	3	0.91059	0.91057	1.0	19371	0	2.4386	0.0013419	0.003794	0.870271	88	2	2.4386
NonTargetingControlGuideForHuman_0230	1	0.99865	0.99869	1.0	21427	0	4.3669	0.0013478	0.0013472	0.723144	89	1	4.3669
NDEL1	3	0.99794	0.99795	1.0	21411	0	2.4479	0.0013559	0.003829	0.870271	90	3	2.4479
PYY	3	0.93378	0.93385	1.0	19921	0	0.886	0.0013631	0.0038516	0.870271	91	1	0.886
C9orf66	3	0.57511	0.6861	1.0	14204	1	2.4721	0.0013841	0.0038991	0.870271	92	2	2.4721
ACOT4	3	0.41011	0.56521	1.0	11585	1	2.4353	0.0013922	0.003924	0.870271	93	2	2.4353
ZNF202	3	0.98908	0.9892	1.0	21213	0	2.4305	0.001431	0.0040273	0.870271	94	2	2.4305
CRYM	3	0.18543	0.33254	1.0	6864	1	2.4326	0.0014559	0.0041011	0.870271	95	2	2.4326
RALBP1	3	0.15497	0.29955	1.0	6195	2	-2.4581	0.0014587	0.0041085	0.870271	96	1	-2.4581
BFSP1	3	0.9985	0.99851	1.0	21426	0	2.101	0.0015003	0.0042353	0.870271	97	3	2.101
KIAA1549	3	0.99848	0.99849	1.0	21425	0	1.1259	0.001523	0.0042971	0.870271	98	3	1.1259
hsa-mir-4260	4	0.99932	0.99933	1.0	21438	0	1.5443	0.0015396	0.0045221	0.870271	99	3	1.5443
PARD6A	3	0.33148	0.48545	1.0	9958	2	-1.3898	0.0015543	0.0043898	0.870271	100	1	-1.3898
NIT2	3	0.57056	0.68405	1.0	14158	1	2.4006	0.0015701	0.0044373	0.870271	101	2	2.4006
SF3B5	3	0.81917	0.82575	1.0	17448	1	2.405	0.0015874	0.004482	0.870271	102	2	2.405
RNF123	3	0.67784	0.73568	1.0	15365	1	-0.22474	0.0016021	0.0045235	0.870271	103	1	-0.22474
ACBD7	3	0.99834	0.99835	1.0	21424	0	1.7185	0.0016586	0.0046789	0.870271	104	3	1.7185
ADORA1	3	0.99834	0.99834	1.0	21423	0	1.2327	0.0016633	0.0047001	0.870271	105	3	1.2327
hsa-mir-5700	3	0.63536	0.71414	1.0	14836	1	-1.1011	0.0016977	0.004796	0.870271	106	1	-1.1011
MAPT	3	0.9983	0.99832	1.0	21422	0	1.2392	0.0016978	0.004796	0.870271	107	3	1.2392
EPX	3	0.99826	0.99827	1.0	21421	0	1.2133	0.0017362	0.0048965	0.870271	108	3	1.2133
CTNNBIP1	3	0.921	0.92098	1.0	19612	0	-0.82443	0.0017455	0.0049219	0.870271	109	1	-0.82443
NDUFAB1	3	0.27004	0.42173	1.0	8707	1	2.3635	0.0017586	0.0049583	0.870271	110	2	2.3635
FAM20C	3	0.99824	0.99825	1.0	21420	0	1.502	0.0017612	0.0049676	0.870271	111	3	1.502
hsa-mir-599	4	0.68628	0.81237	1.0	15468	2	0.64665	0.0017733	0.0051451	0.870271	112	2	0.64665
PXMP4	3	0.31097	0.46434	1.0	9554	2	-2.2475	0.0017933	0.0050547	0.870271	113	1	-2.2475
CEBPB	3	0.96102	0.96116	1.0	20568	0	1.3305	0.0018411	0.0051861	0.870271	114	2	1.3305
C6orf10	3	0.99813	0.99815	1.0	21419	0	1.1904	0.0018676	0.0052553	0.870271	115	3	1.1904
DNAJC25	3	0.99813	0.99815	1.0	21418	0	1.3098	0.0018738	0.0052719	0.870271	116	3	1.3098
hsa-mir-938	4	0.55808	0.71294	1.0	14003	1	0.65978	0.0018807	0.0054342	0.870271	117	2	0.65978
SPON1	3	0.99812	0.99814	1.0	21417	0	1.5383	0.001881	0.0052904	0.870271	118	3	1.5383
NonTargetingControlGuideForHuman_0542	1	0.99811	0.99813	1.0	21416	0	4.0868	0.00189	0.001871	0.744644	119	1	4.0868
IL36A	3	0.97068	0.97074	1.0	20784	0	2.3307	0.0019265	0.0054158	0.870271	120	2	2.3307
MFAP5	3	0.99807	0.99808	1.0	21415	0	1.5617	0.0019288	0.0054227	0.870271	121	3	1.5617
TBX18	3	0.45764	0.61266	1.0	12587	1	0.12906	0.0019366	0.0054453	0.870271	122	1	0.12906
HLA-DQB1	3	0.99334	0.99345	1.0	21313	0	2.3033	0.0019817	0.0055689	0.870271	123	2	2.3033
TIMM8B	3	0.76045	0.78432	1.0	16479	1	-1.149	0.0019844	0.0055753	0.870271	124	1	-1.149
IQCA1	3	0.98518	0.98531	1.0	21118	0	2.3092	0.0019938	0.0055965	0.870271	125	2	2.3092
hsa-mir-1297	3	0.998	0.99801	1.0	21414	0	1.803	0.0020039	0.0056279	0.870271	126	3	1.803
SCAF11	3	0.99798	0.99799	1.0	21413	0	1.3361	0.0020238	0.0056823	0.870271	127	3	1.3361
AHSG	3	0.14237	0.28598	1.0	5905	1	-1.1424	0.0020322	0.0057031	0.870271	128	1	-1.1424
CARD18	3	0.99795	0.99797	1.0	21412	0	1.7446	0.0020491	0.0057473	0.870271	129	3	1.7446
SCN9A	3	0.60316	0.69875	1.0	14492	1	2.3072	0.0020721	0.005811	0.870271	130	2	2.3072
BTN3A1	3	0.83147	0.83564	1.0	17658	1	2.3026	0.0020745	0.005817	0.870271	131	2	2.3026
ARSF	3	0.85143	0.85271	1.0	18051	1	-1.16	0.00208	0.0058303	0.870271	132	1	-1.16
CLCN4	3	0.99791	0.99793	1.0	21410	0	1.2421	0.0020872	0.0058525	0.870271	133	3	1.2421
TPR	3	0.98081	0.98088	1.0	21014	0	2.2817	0.0021031	0.0058926	0.870271	134	2	2.2817
CD84	3	0.89083	0.89083	1.0	18928	0	2.2986	0.0021068	0.0059023	0.870271	135	2	2.2986
hsa-mir-3146	4	0.66029	0.79193	1.0	15146	2	0.56915	0.0021124	0.0060757	0.870271	136	2	0.56915
TSPYL4	3	0.81533	0.82272	1.0	17378	1	2.2803	0.0021143	0.0059244	0.870271	137	2	2.2803
SLC35E4	3	0.66353	0.72823	1.0	15183	1	2.2964	0.0021193	0.0059373	0.870271	138	2	2.2964
DPY19L1	3	0.42797	0.58314	1.0	11987	1	-0.39432	0.0021278	0.0059654	0.870271	139	1	-0.39432
ZNF35	3	0.99783	0.99784	1.0	21409	0	1.6139	0.0021687	0.0060743	0.870271	140	3	1.6139
OTUD3	3	0.89672	0.8968	1.0	19059	0	0.8432	0.0021756	0.0060927	0.870271	141	1	0.8432
STK17A	3	0.99781	0.99782	1.0	21408	0	1.1233	0.0021864	0.0061172	0.870271	142	3	1.1233
OR10A6	3	0.99781	0.99782	1.0	21407	0	0.99438	0.0021872	0.0061204	0.870271	143	3	0.99438
hsa-mir-96	4	0.99959	0.9996	1.0	21445	0	1.9035	0.0022177	0.0063533	0.873148	144	3	1.9035
AGPAT5	3	0.47682	0.63177	1.0	12980	1	0.18157	0.0022233	0.0062269	0.873148	145	1	0.18157
RAD51AP2	3	0.52779	0.66589	1.0	13692	1	2.271	0.0022254	0.0062306	0.873148	146	2	2.271
SAA2	3	0.9967	0.99675	1.0	21388	0	1.1166	0.0022711	0.0063445	0.873148	147	2	1.1166
MYL2	3	0.99731	0.99731	1.0	21398	0	2.249	0.0022821	0.0063772	0.873148	148	2	2.249
DRG2	3	0.99771	0.99773	1.0	21406	0	1.556	0.0022854	0.0063846	0.873148	149	3	1.556
DLK2	3	0.94799	0.94815	1.0	20234	0	0.85172	0.0023189	0.0064861	0.881407	150	1	0.85172
FOXG1	3	0.17368	0.31984	1.0	6603	2	-3.3026	0.0024144	0.006736	0.905476	151	1	-3.3026
hsa-mir-3198-1	3	0.94288	0.94301	1.0	20127	0	2.227	0.0024187	0.0067475	0.905476	152	2	2.227
AGPAT4	3	0.95068	0.95085	1.0	20309	0	2.2225	0.0024562	0.0068222	0.905666	153	2	2.2225
3-Sep	3	0.93825	0.93838	1.0	20022	0	1.56	0.0024622	0.0068333	0.905666	154	2	1.56
WDPCP	3	0.47188	0.62684	1.0	12880	2	-1.4098	0.00251	0.0069232	0.906393	155	1	-1.4098
PLLP	3	0.6888	0.74164	1.0	15510	1	1.4396	0.0025577	0.0070081	0.911941	156	2	1.4396
SCARA3	3	0.98983	0.98994	1.0	21236	0	2.2346	0.0025922	0.007074	0.912284	157	2	2.2346
TNFAIP8L2	3	0.79453	0.80738	1.0	17026	1	2.0948	0.0026055	0.0070957	0.912284	158	2	2.0948
hsa-mir-3124	4	0.094962	0.22846	1.0	4409	2	-1.1452	0.0026379	0.0074923	0.913033	159	2	-1.1452
C8orf37	3	0.95012	0.95028	1.0	20292	0	2.1951	0.0026504	0.0071842	0.912912	160	2	2.1951
hsa-mir-4665	3	0.20997	0.35862	1.0	7402	2	-1.84	0.0026533	0.0071856	0.912912	161	1	-1.84
CD48	3	0.98507	0.9852	1.0	21115	0	2.2151	0.0027008	0.0072631	0.913033	162	2	2.2151
SLC16A4	3	0.80451	0.81456	1.0	17190	1	2.213	0.0027206	0.007299	0.913033	163	2	2.213
RPS6KA2	3	0.045641	0.11035	0.953614	2436	2	-4.7943	0.0027488	0.0073553	0.913033	164	1	-4.7943
DCAF15	3	0.91009	0.91008	1.0	19360	0	-0.58057	0.0027966	0.0074355	0.913033	165	1	-0.58057
AFM	3	0.86778	0.86791	1.0	18389	1	0.18501	0.0028443	0.0075218	0.913033	166	1	0.18501
RFTN2	3	0.76308	0.78599	1.0	16523	1	2.1856	0.0028548	0.0075444	0.913033	167	2	2.1856
SYT14	3	0.13162	0.27425	1.0	5654	2	-2.0613	0.0028921	0.0076149	0.913408	168	1	-2.0613
C17orf49	3	0.8687	0.86883	1.0	18412	1	-0.2315	0.0029876	0.0077837	0.91626	169	1	-0.2315
GOSR2	3	0.15171	0.29605	1.0	6115	1	2.119	0.0030219	0.0078483	0.91626	170	2	2.119
hsa-mir-375	3	0.28595	0.43825	1.0	9027	1	-0.45429	0.0030353	0.0078736	0.91626	171	1	-0.45429
TMEM81	3	0.9055	0.90553	1.0	19261	0	2.1521	0.0030368	0.0078759	0.91626	172	2	2.1521
IL10RA	3	0.20091	0.34902	1.0	7210	2	-3.054	0.0030831	0.0079552	0.91626	173	1	-3.054
SLC2A3	3	0.9975	0.9975	1.0	21404	0	2.1468	0.0030966	0.0079811	0.91626	174	2	2.1468
RABGAP1L	3	0.93226	0.93227	1.0	19883	0	0.18739	0.0031308	0.0080396	0.91626	175	1	0.18739
TMEM165	3	0.8793	0.87936	1.0	18651	0	2.1056	0.003148	0.0080714	0.91626	176	2	2.1056
AIDA	3	0.89217	0.89218	1.0	18957	0	-0.26059	0.0031786	0.0081295	0.91626	177	1	-0.26059
TBX1	3	0.07306	0.16807	0.981795	3566	2	-4.6854	0.0032263	0.0082075	0.91626	178	1	-4.6854
hsa-mir-4462	4	0.55903	0.71368	1.0	14013	1	1.5002	0.0032351	0.0090753	0.91626	179	3	1.5002
C15orf61	3	0.61374	0.70371	1.0	14595	1	2.0906	0.0032519	0.0082531	0.91626	180	2	2.0906
C11orf63	3	0.21714	0.36619	1.0	7546	1	-0.50981	0.0032741	0.0082937	0.91626	181	1	-0.50981
PDCD1	3	0.41432	0.56946	1.0	11678	1	2.0852	0.0033668	0.008451	0.91626	182	2	2.0852
ZNF2	3	0.96915	0.96921	1.0	20752	0	0.93656	0.0033696	0.0084574	0.91626	183	1	0.93656
hsa-mir-378f	4	0.75099	0.83416	1.0	16344	1	1.5115	0.0033752	0.0094479	0.91626	184	3	1.5115
hsa-mir-106a	3	0.97367	0.9737	1.0	20865	0	2.0845	0.0034045	0.008516	0.91626	185	2	2.0845
KRTAP4-6	3	0.21714	0.36619	1.0	7560	2	-1.4116	0.0034173	0.0085376	0.91626	186	1	-1.4116
PKD1L3	3	0.46188	0.61687	1.0	12670	1	-1.2601	0.0034651	0.0086338	0.91626	187	1	-1.2601
SLC39A4	3	0.9945	0.99457	1.0	21338	0	1.1357	0.0035128	0.0087226	0.91626	188	2	1.1357
PAGE2	3	0.94505	0.94515	1.0	20180	0	2.0807	0.003522	0.0087369	0.91626	189	2	2.0807
ENTPD4	3	0.72573	0.76273	1.0	15977	1	2.069	0.0035316	0.0087608	0.91626	190	2	2.069
hsa-mir-4723	4	0.54509	0.7031	1.0	13853	2	-0.08578	0.0035998	0.010056	0.91626	191	2	-0.08578
hsa-mir-218-2	4	0.93133	0.93137	1.0	19858	1	1.2915	0.0036057	0.010076	0.91626	192	3	1.2915
ADPRHL1	3	0.42752	0.58269	1.0	11977	2	-1.6229	0.0036083	0.0088983	0.91626	193	1	-1.6229
NonTargetingControlGuideForHuman_0332	1	0.99639	0.99645	1.0	21377	0	3.6552	0.0036126	0.0035625	0.870271	194	1	3.6552
SNAI2	3	0.82483	0.83022	1.0	17530	1	-1.2109	0.003656	0.0089896	0.91626	195	1	-1.2109
TFDP2	3	0.42355	0.57875	1.0	11878	1	2.0973	0.0036905	0.0090537	0.91626	196	2	2.0973
LGALS9C	3	0.44386	0.59893	1.0	12321	1	-0.24691	0.0037037	0.0090772	0.91626	197	1	-0.24691
hsa-mir-4734	4	0.2965	0.51313	1.0	9227	1	0.92805	0.0037226	0.010403	0.91626	198	2	0.92805
MAK	3	0.15407	0.29859	1.0	6171	1	0.53435	0.0037515	0.0091703	0.91626	199	1	0.53435
KIF3B	3	0.969	0.96906	1.0	20747	0	2.093	0.003753	0.0091754	0.91626	200	2	2.093
ZNF530	3	0.66341	0.72816	1.0	15182	1	-0.097148	0.0037992	0.0092506	0.91626	201	1	-0.097148
ZBTB25	3	0.9595	0.95963	1.0	20523	0	2.0692	0.0037994	0.009251	0.91626	202	2	2.0692
MUC15	3	0.9841	0.98422	1.0	21095	0	2.0233	0.003836	0.009316	0.91626	203	2	2.0233
C1orf173	3	0.36523	0.51989	1.0	10644	1	-0.80689	0.0038469	0.0093345	0.91626	204	1	-0.80689
RWDD3	3	0.82217	0.82814	1.0	17500	1	-1.1054	0.0038946	0.0094203	0.91626	205	1	-1.1054
MANBAL	3	0.84524	0.8473	1.0	17931	1	2.0553	0.0039233	0.0094659	0.91626	206	2	2.0553
SNRPD2	3	0.88428	0.88433	1.0	18783	0	-0.41789	0.0039424	0.0094954	0.91626	207	1	-0.41789
hsa-mir-581	3	0.60004	0.69732	1.0	14452	1	1.9774	0.0039809	0.0095743	0.91626	208	2	1.9774
BATF2	3	0.77805	0.79597	1.0	16750	1	-0.57863	0.0039901	0.0095904	0.91626	209	1	-0.57863
WNK3	3	0.9228	0.92282	1.0	19657	0	2.0376	0.0040013	0.0096204	0.91626	210	2	2.0376
MERTK	3	0.71389	0.75577	1.0	15831	1	2.0304	0.0040457	0.009696	0.91626	211	2	2.0304
THAP8	3	0.34807	0.50239	1.0	10315	2	-2.0452	0.0040855	0.0097606	0.91626	212	1	-2.0452
ERC2	3	0.99651	0.99656	1.0	21382	0	2.0021	0.0040904	0.0097712	0.91626	213	2	2.0021
PAPLN	3	0.60597	0.70008	1.0	14521	1	1.3992	0.0041332	0.0098422	0.91626	214	2	1.3992
CASP6	3	0.44253	0.59763	1.0	12299	1	2.0334	0.0041388	0.0098477	0.91626	215	2	2.0334
DYTN	3	0.28317	0.43538	1.0	8966	1	2.0147	0.0041944	0.0099446	0.91626	216	2	2.0147
LIME1	3	0.9836	0.9837	1.0	21078	0	0.46331	0.0042764	0.010116	0.91626	217	1	0.46331
NonTargetingControlGuideForHuman_0820	1	0.99572	0.99577	1.0	21366	0	3.5368	0.0042825	0.0042212	0.870271	218	1	3.5368
NonTargetingControlGuideForHuman_0491	1	0.9957	0.99576	1.0	21365	0	3.505	0.0042985	0.0042334	0.870271	219	1	3.505
ASNSD1	3	0.6642	0.72857	1.0	15191	1	2.0242	0.0043421	0.010227	0.91626	220	2	2.0242
FBXL12	3	0.96735	0.9674	1.0	20697	0	0.66604	0.0043718	0.010276	0.91626	221	1	0.66604
CCDC144NL	3	0.8945	0.89453	1.0	19009	0	2.0108	0.0043847	0.010303	0.91626	222	2	2.0108
NonTargetingControlGuideForHuman_0083	1	0.99561	0.99565	1.0	21361	0	3.5259	0.0043941	0.0043169	0.870271	223	1	3.5259
PHF2	3	0.81538	0.82276	1.0	17379	1	0.69599	0.0044195	0.01037	0.91626	224	2	0.69599
hsa-mir-3201	3	0.29086	0.4433	1.0	9114	2	-2.3764	0.0044672	0.010459	0.91626	225	1	-2.3764
PLIN5	3	0.30205	0.45505	1.0	9356	2	-1.44	0.0045149	0.010546	0.91626	226	1	-1.44
NISCH	3	0.44857	0.60357	1.0	12411	1	2.0017	0.0045284	0.010569	0.91626	227	2	2.0017
NonTargetingControlGuideForHuman_0324	1	0.99546	0.9955	1.0	21356	0	3.3689	0.0045377	0.0044552	0.870271	228	1	3.3689
MAGEC2	3	0.58125	0.68879	1.0	14252	1	1.9849	0.0045683	0.01065	0.91626	229	2	1.9849
EPPIN	2	0.9954	0.99531	1.0	21353	0	1.662	0.0046047	0.0088254	0.91626	230	2	1.662
BCOR	3	0.53757	0.66999	1.0	13780	1	0.007545	0.0046103	0.010722	0.91626	231	1	0.007545
KLF9	3	0.88723	0.88727	1.0	18847	0	1.934	0.004678	0.010838	0.91626	232	2	1.934
SLC4A1AP	3	0.88514	0.8852	1.0	18801	0	-0.55323	0.0047057	0.010891	0.91626	233	1	-0.55323
hsa-mir-7156	4	0.5958	0.74163	1.0	14404	2	0.2726	0.0047348	0.013058	0.91626	234	2	0.2726
