id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
DNAJB5	3	0.69968	0.7477	1.0	15715	1	2.4251	0.0005808	0.001682	0.7049	47	2	2.4251
hsa-mir-3118-5	1	0.99942	0.99946	1.0	21449	0	4.4465	0.00058214	0.00058725	0.609211	48	1	4.4465
GPR85	3	0.99941	0.99941	1.0	21448	0	1.2011	0.00059159	0.0017143	0.7049	49	3	1.2011
ATXN2L	3	0.99939	0.9994	1.0	21447	0	2.2589	0.00060587	0.0017461	0.7049	50	3	2.2589
DEFB108B	3	0.99939	0.9994	1.0	21446	0	1.3595	0.00060689	0.0017484	0.7049	51	3	1.3595
S1PR5	3	0.58941	0.69243	1.0	14301	1	-0.15138	0.00064579	0.0018641	0.7049	52	1	-0.15138
ANKRD13D	3	0.065707	0.15309	0.972853	3314	1	2.4386	0.00065979	0.0019061	0.7049	53	2	2.4386
RILPL2	3	0.9161	0.91604	1.0	19488	0	2.3394	0.00067108	0.0019365	0.7049	54	2	2.3394
hsa-mir-4801	3	0.99933	0.99933	1.0	21445	0	1.9402	0.00067148	0.001937	0.7049	55	3	1.9402
C7orf72	3	0.98443	0.98457	1.0	21090	0	0.40287	0.00069362	0.0019928	0.713119	56	1	0.40287
DEFB107B	1	0.99929	0.99933	1.0	21444	0	4.3015	0.00070973	0.00071637	0.609211	57	1	4.3015
C18orf54	3	0.79591	0.80836	1.0	17115	1	1.111	0.00074144	0.0021297	0.738023	58	2	1.111
GDA	3	0.99926	0.99926	1.0	21443	0	1.2622	0.00074245	0.0021311	0.738023	59	3	1.2622
RAB24	3	0.67405	0.73362	1.0	15363	1	2.2968	0.00082643	0.0023635	0.757059	60	2	2.2968
WDR96	3	0.55756	0.67839	1.0	13947	1	1.9869	0.00083709	0.0023935	0.757059	61	2	1.9869
HIST3H3	3	0.18105	0.32785	1.0	6716	1	2.2632	0.00085175	0.0024322	0.757059	62	2	2.2632
PROSER1	3	0.99913	0.99913	1.0	21442	0	1.4516	0.00086561	0.0024705	0.757059	63	3	1.4516
hsa-mir-3129	3	0.5259	0.66508	1.0	13617	1	0.94908	0.00088491	0.0025254	0.757059	64	2	0.94908
OGT	3	0.65549	0.72415	1.0	15137	1	2.3071	0.00088555	0.0025263	0.757059	65	2	2.3071
KCNE2	3	0.99911	0.99911	1.0	21441	0	1.4541	0.00088619	0.0025282	0.757059	66	3	1.4541
TRIM17	3	0.9991	0.9991	1.0	21440	0	1.0756	0.00089505	0.0025498	0.757059	67	3	1.0756
FST	3	0.96954	0.96961	1.0	20718	0	2.2523	0.00090844	0.0025867	0.757059	68	2	2.2523
RND3	3	0.99909	0.99909	1.0	21439	0	1.5395	0.00091429	0.0026107	0.757059	69	3	1.5395
COX7B2	3	0.99907	0.99907	1.0	21438	0	1.2639	0.00093153	0.0026591	0.757059	70	3	1.2639
GET4	3	0.20911	0.35772	1.0	7346	2	-1.4521	0.00093272	0.0026614	0.757059	71	1	-1.4521
SFXN3	3	0.12223	0.26199	1.0	5439	1	2.2488	0.00095679	0.0027306	0.757059	72	2	2.2488
DECR1	3	0.97987	0.97993	1.0	20970	0	2.3694	0.00096355	0.0027458	0.757059	73	2	2.3694
OR52E4	3	0.99901	0.99902	1.0	21437	0	1.8247	0.00098548	0.0028007	0.757059	74	3	1.8247
FAM20B	3	0.999	0.999	1.0	21436	0	1.3199	0.00099546	0.002832	0.757059	75	3	1.3199
CLDN7	3	0.999	0.999	1.0	21435	0	1.5109	0.00099737	0.0028367	0.757059	76	3	1.5109
STXBP3	3	0.046355	0.11192	0.950873	2505	2	-2.6021	0.0010044	0.002856	0.757059	77	1	-2.6021
SLC4A1AP	3	0.69051	0.74257	1.0	15604	1	-0.34719	0.0010044	0.002856	0.757059	78	1	-0.34719
hsa-mir-4281	4	0.46506	0.64358	1.0	12630	2	-0.61535	0.0010522	0.0035523	0.809953	79	1	-0.61535
KNTC1	3	0.99894	0.99893	1.0	21434	0	0.99579	0.0010647	0.0030313	0.774752	80	3	0.99579
ZBTB48	3	0.8076	0.81685	1.0	17296	1	1.1904	0.0010762	0.0030681	0.774752	81	2	1.1904
RNF214	3	0.99892	0.99892	1.0	21433	0	1.7484	0.0010828	0.0030884	0.774752	82	3	1.7484
LAMTOR5	3	0.99891	0.99891	1.0	21432	0	1.1618	0.0010889	0.0031032	0.774752	83	3	1.1618
TMEM63B	3	0.97497	0.97504	1.0	20852	0	0.25838	0.001124	0.0031903	0.787356	84	1	0.25838
GPD2	3	0.98261	0.98271	1.0	21043	0	2.162	0.0011588	0.0032955	0.799206	85	2	2.162
LAMTOR2	3	0.29407	0.44662	1.0	9147	2	-1.1689	0.0011718	0.0033273	0.799206	86	1	-1.1689
CDK20	3	0.99881	0.99882	1.0	21431	0	1.102	0.0011853	0.0033656	0.799206	87	3	1.102
RAD23A	3	0.47055	0.62549	1.0	12746	1	2.0864	0.0011943	0.0033873	0.799206	88	2	2.0864
CUX1	3	0.97652	0.9766	1.0	20892	0	0.56578	0.0012196	0.003456	0.805653	89	1	0.56578
NonTargetingControlGuideForHuman_0645	1	0.99878	0.99881	1.0	21429	0	4.0044	0.0012201	0.0012093	0.633301	90	1	4.0044
ZNF215	3	0.99877	0.99878	1.0	21428	0	1.6576	0.0012314	0.0034896	0.805653	91	3	1.6576
ZBTB3	3	0.28268	0.43487	1.0	8910	2	-1.2184	0.0012674	0.0035837	0.809953	92	1	-1.2184
LRRC33	1	0.99873	0.99876	1.0	21427	0	4.085	0.0012679	0.0012642	0.634239	93	1	4.085
RAET1L	3	0.97875	0.97882	1.0	20940	0	0.66104	0.0013152	0.0037216	0.815108	94	2	0.66104
DFNA5	3	0.99867	0.99868	1.0	21426	0	1.146	0.0013336	0.0037718	0.815108	95	3	1.146
TAS2R14	3	0.99864	0.99865	1.0	21425	0	1.3649	0.0013593	0.0038401	0.815108	96	3	1.3649
ING1	3	0.56415	0.68124	1.0	14033	1	0.48681	0.001363	0.0038516	0.815108	97	1	0.48681
KRT6A	3	0.99861	0.99862	1.0	21424	0	1.2942	0.0013894	0.0039166	0.815108	98	3	1.2942
STAT2	3	0.99857	0.99858	1.0	21423	0	1.5489	0.0014303	0.004025	0.815108	99	3	1.5489
UHMK1	3	0.99856	0.99857	1.0	21422	0	0.94195	0.0014395	0.0040485	0.815108	100	3	0.94195
ZNF680	3	0.93156	0.93157	1.0	19849	0	1.3237	0.0014586	0.004108	0.815108	101	2	1.3237
TSPAN3	3	0.99854	0.99855	1.0	21421	0	1.2325	0.0014612	0.0041172	0.815108	102	3	1.2325
KRT80	3	0.77655	0.79494	1.0	16784	1	2.1148	0.001462	0.0041186	0.815108	103	2	2.1148
SLC30A10	3	0.99853	0.99854	1.0	21420	0	1.4761	0.0014708	0.0041403	0.815108	104	3	1.4761
FABP4	3	0.99851	0.99852	1.0	21419	0	1.0215	0.0014882	0.004191	0.815108	105	3	1.0215
GH2	3	0.99304	0.99314	1.0	21275	0	2.1029	0.0014891	0.0041938	0.815108	106	2	2.1029
LHFPL4	3	0.84584	0.84782	1.0	17995	1	2.0497	0.0014975	0.0042247	0.815108	107	2	2.0497
DSC1	3	0.9937	0.9938	1.0	21301	0	0.85811	0.0015064	0.0042519	0.815108	108	2	0.85811
GTF2A1L	3	0.70775	0.75227	1.0	15818	1	2.0303	0.0015464	0.0043685	0.826647	109	2	2.0303
LOC158434	3	0.39504	0.55005	1.0	11178	1	0.30597	0.0015542	0.0043898	0.826647	110	1	0.30597
SERGEF	3	0.98774	0.98788	1.0	21159	0	2.1649	0.0015678	0.0044276	0.826647	111	2	2.1649
OIT3	3	0.99841	0.99842	1.0	21418	0	1.0342	0.0015896	0.004488	0.830118	112	3	1.0342
TMEM117	3	0.29908	0.45191	1.0	9243	1	0.81702	0.001602	0.0045235	0.830118	113	2	0.81702
RELA	3	0.95622	0.9564	1.0	20405	0	2.0561	0.0016796	0.0047439	0.850953	114	2	2.0561
GKN2	3	0.59306	0.6941	1.0	14346	1	2.1055	0.0016863	0.0047624	0.850953	115	2	2.1055
CD79B	3	0.74205	0.77263	1.0	16293	1	0.81419	0.0016976	0.0047956	0.850953	116	2	0.81419
hsa-mir-6720	4	0.76122	0.83791	1.0	16567	1	1.2477	0.0017025	0.0052608	0.892545	117	3	1.2477
PPM1K	3	0.67233	0.73273	1.0	15343	1	2.0223	0.0017836	0.0050293	0.880745	118	2	2.0223
STRBP	3	0.99821	0.99822	1.0	21417	0	1.6454	0.0017904	0.0050455	0.880745	119	3	1.6454
OR9A4	3	0.99819	0.9982	1.0	21416	0	1.017	0.0018131	0.0051087	0.884582	120	3	1.017
AIDA	3	0.9949	0.995	1.0	21334	0	1.1393	0.001841	0.0051857	0.890733	121	2	1.1393
NonTargetingControlGuideForHuman_0249	1	0.99811	0.99813	1.0	21415	0	3.7593	0.00189	0.001871	0.7049	122	1	3.7593
OR5M11	3	0.1203	0.25852	1.0	5367	2	-1.0186	0.0019365	0.0054448	0.892545	123	1	-1.0186
TRIP6	3	0.99805	0.99806	1.0	21414	0	1.7028	0.0019494	0.0054905	0.892545	124	3	1.7028
ANXA5	3	0.99804	0.99805	1.0	21413	0	1.0346	0.0019614	0.0055205	0.892545	125	3	1.0346
TSPAN16	3	0.68836	0.74142	1.0	15574	1	1.2958	0.0019843	0.0055753	0.892545	126	2	1.2958
NMNAT1	3	0.99798	0.998	1.0	21412	0	1.3725	0.0020151	0.0056625	0.892545	127	3	1.3725
RGS1	3	0.84843	0.85004	1.0	18032	1	1.9739	0.0020301	0.0056971	0.892545	128	2	1.9739
LUZP1	3	0.87487	0.87496	1.0	18586	1	1.0524	0.0020321	0.0057026	0.892545	129	2	1.0524
PBX3	3	0.99795	0.99797	1.0	21411	0	0.86947	0.0020481	0.0057455	0.892545	130	3	0.86947
BTK	3	0.99794	0.99795	1.0	21410	0	1.6764	0.0020635	0.0057805	0.892545	131	3	1.6764
FAM57A	3	0.54997	0.67518	1.0	13866	1	0.46289	0.0020799	0.0058303	0.892545	132	1	0.46289
GRAMD1C	3	0.99791	0.99792	1.0	21409	0	0.88904	0.0020924	0.0058663	0.892545	133	3	0.88904
DOCK4	3	0.99789	0.9979	1.0	21408	0	1.1096	0.0021096	0.0059083	0.892545	134	3	1.1096
hsa-mir-4682	4	0.61674	0.75791	1.0	14645	1	1.3809	0.0021537	0.0064893	0.892545	135	3	1.3809
TESC	3	0.99186	0.99193	1.0	21245	0	1.9942	0.0021592	0.0060471	0.892545	136	2	1.9942
FOXI3	3	0.81346	0.82125	1.0	17393	1	2.0171	0.0021693	0.0060752	0.892545	137	2	2.0171
LSM12	3	0.98826	0.98842	1.0	21166	0	0.65536	0.0021755	0.0060927	0.892545	138	1	0.65536
APBA1	3	0.99778	0.99779	1.0	21407	0	0.91438	0.0022201	0.0062209	0.892545	139	3	0.91438
hsa-mir-4274	4	0.99387	0.99385	1.0	21307	0	1.508	0.0022422	0.0067217	0.892545	140	3	1.508
MGMT	3	0.46917	0.62413	1.0	12714	1	0.87553	0.002271	0.006344	0.892545	141	2	0.87553
ROBO4	3	0.99773	0.99774	1.0	21406	0	1.5139	0.0022714	0.0063463	0.892545	142	3	1.5139
DUSP7	3	0.99771	0.99772	1.0	21405	0	1.345	0.0022901	0.0063998	0.892545	143	3	1.345
PTPN5	3	0.15123	0.29553	1.0	6081	2	-1.7212	0.0023188	0.0064856	0.892545	144	1	-1.7212
LRP1B	3	0.99767	0.99768	1.0	21404	0	0.97365	0.0023285	0.0065091	0.892545	145	3	0.97365
STEAP2	3	0.71016	0.75365	1.0	15857	1	1.9333	0.0023549	0.006588	0.892545	146	2	1.9333
SPINK6	3	0.99763	0.99764	1.0	21403	0	1.13	0.0023657	0.0066124	0.892545	147	3	1.13
SLC26A7	3	0.32272	0.47646	1.0	9743	1	-0.58699	0.0023666	0.0066147	0.892545	148	1	-0.58699
CHST15	3	0.99761	0.99761	1.0	21402	0	0.97385	0.0023938	0.006683	0.892545	149	3	0.97385
C21orf62	3	0.88447	0.88453	1.0	18778	0	1.8926	0.0023999	0.0066973	0.892545	150	2	1.8926
LATS1	3	0.966	0.96605	1.0	20654	0	0.86521	0.0024143	0.006736	0.892545	151	2	0.86521
MAGEA3	3	0.83088	0.83514	1.0	17708	1	1.9067	0.0024158	0.0067402	0.892545	152	2	1.9067
IL18R1	3	0.99758	0.99757	1.0	21401	0	0.97037	0.0024222	0.0067572	0.892545	153	3	0.97037
LDOC1L	3	0.83532	0.83877	1.0	17786	1	1.9242	0.0024265	0.006766	0.892545	154	2	1.9242
TMPRSS11D	3	0.99754	0.99753	1.0	21400	0	1.3728	0.0024595	0.006855	0.892545	155	3	1.3728
TECTA	3	0.81313	0.821	1.0	17382	1	-0.14144	0.0024621	0.0068651	0.892545	156	1	-0.14144
YWHAQ	3	0.92543	0.92543	1.0	19716	0	1.9197	0.0024802	0.0069195	0.892545	157	2	1.9197
NOVA1	3	0.99752	0.99751	1.0	21399	0	1.4119	0.0024849	0.0069334	0.892545	158	3	1.4119
PRKCA	3	0.99749	0.99749	1.0	21398	0	0.85689	0.0025095	0.0069919	0.892545	159	3	0.85689
RAP1GAP	3	0.88675	0.88677	1.0	18816	0	0.26134	0.0025099	0.0069919	0.892545	160	1	0.26134
RPGR	3	0.99749	0.99749	1.0	21397	0	0.97602	0.0025113	0.0069956	0.892545	161	3	0.97602
4-Mar	3	0.99749	0.99749	1.0	21396	0	1.1474	0.0025122	0.0069975	0.892545	162	3	1.1474
ZBTB40	3	0.94977	0.94991	1.0	20256	0	1.8848	0.0025262	0.007045	0.892545	163	2	1.8848
SPON1	3	0.99745	0.99745	1.0	21395	0	1.1698	0.0025459	0.0070878	0.892545	164	3	1.1698
ITFG1	3	0.083992	0.18996	0.983453	4062	1	-0.48446	0.0025576	0.0071178	0.892545	165	1	-0.48446
ALDH9A1	3	0.8146	0.82213	1.0	17410	1	1.8865	0.0025727	0.0071589	0.892545	166	2	1.8865
TUBA4A	3	0.83671	0.83996	1.0	17813	1	0.049414	0.0026054	0.0072483	0.892545	167	1	0.049414
ENPP1	3	0.94649	0.94664	1.0	20183	0	1.9377	0.0026418	0.0073544	0.892545	168	2	1.9377
KRTAP16-1	3	0.10099	0.22276	0.997983	4678	2	-2.0347	0.0026532	0.0073839	0.892545	169	1	-2.0347
TH	3	0.39562	0.55064	1.0	11194	1	1.9001	0.0026781	0.0074489	0.892545	170	2	1.9001
AMBP	3	0.99732	0.99732	1.0	21393	0	0.8908	0.0026803	0.007454	0.892545	171	3	0.8908
hsa-mir-660	4	0.84246	0.87213	1.0	17928	1	1.4828	0.0026846	0.0078953	0.89693	172	3	1.4828
C1orf127	3	0.27245	0.42419	1.0	8679	1	-0.018414	0.0027009	0.0075061	0.892545	173	1	-0.018414
BAHCC1	3	0.99728	0.99729	1.0	21392	0	1.1432	0.0027183	0.0075541	0.892545	174	3	1.1432
DDX26B	3	0.97625	0.97633	1.0	20882	0	1.9197	0.0027231	0.0075734	0.892545	175	2	1.9197
MAP3K2	3	0.99727	0.99728	1.0	21391	0	0.95162	0.0027267	0.0075849	0.892545	176	3	0.95162
SMYD2	3	0.87325	0.87333	1.0	18552	1	0.63591	0.0027487	0.0076467	0.892545	177	1	0.63591
hsa-mir-1297	3	0.99724	0.99724	1.0	21390	0	0.90531	0.0027595	0.0076739	0.892545	178	3	0.90531
RUNX1	3	0.56165	0.68014	1.0	14005	1	1.8874	0.002777	0.0077219	0.892545	179	2	1.8874
IFNAR2	3	0.99215	0.99223	1.0	21250	0	1.925	0.0027856	0.0077427	0.892545	180	2	1.925
MRPS21	3	0.07809	0.17823	0.980971	3816	1	-0.33323	0.0027964	0.0077736	0.892545	181	1	-0.33323
INO80E	3	0.99718	0.99718	1.0	21389	0	0.76531	0.0028221	0.0078413	0.895539	182	3	0.76531
CTAGE6	2	0.93068	0.93079	1.0	19833	0	2.0692	0.0028847	0.0055348	0.892545	183	1	2.0692
ZNF226	3	0.39545	0.55047	1.0	11188	1	-0.20496	0.0028919	0.0080359	0.902254	184	1	-0.20496
BRDT	3	0.99711	0.99712	1.0	21388	0	0.95969	0.0028934	0.0080419	0.902254	185	3	0.95969
CST5	3	0.9971	0.99711	1.0	21387	0	1.1071	0.0029012	0.0080682	0.902254	186	3	1.1071
IL26	3	0.99707	0.99709	1.0	21386	0	0.90809	0.0029275	0.0081346	0.904966	187	3	0.90809
SESN2	3	0.84166	0.84416	1.0	17912	1	1.8357	0.0029625	0.0082195	0.906448	188	2	1.8357
hsa-mir-548q	4	0.031584	0.096404	0.935133	1810	3	-2.4363	0.0029632	0.0086336	0.923218	189	1	-2.4363
DPM3	3	0.98254	0.98265	1.0	21040	0	1.88	0.0030038	0.0083338	0.912937	190	2	1.88
C20orf26	3	0.99694	0.99696	1.0	21385	0	1.1599	0.0030567	0.0084809	0.920217	191	3	1.1599
SCN10A	3	0.99694	0.99696	1.0	21384	0	0.87059	0.0030587	0.008486	0.920217	192	3	0.87059
ST8SIA6	3	0.84189	0.84435	1.0	17917	1	0.39663	0.003083	0.0085533	0.922857	193	1	0.39663
hsa-mir-30c-1	4	0.5303	0.69184	1.0	13664	1	1.2912	0.0030831	0.0089471	0.928612	194	3	1.2912
TCF7	3	0.84367	0.84592	1.0	17949	1	1.8906	0.0031174	0.0086525	0.923218	195	2	1.8906
PEG10	3	0.18865	0.33598	1.0	6888	2	-1.5542	0.0031307	0.0086857	0.923218	196	1	-1.5542
NonTargetingControlGuideForHuman_0506	1	0.99687	0.99692	1.0	21383	0	3.4428	0.003134	0.0031004	0.774752	197	1	3.4428
CCRN4L	3	0.88834	0.88836	1.0	18852	0	1.9054	0.003172	0.0088037	0.928485	198	2	1.9054
BCL2L10	3	0.98084	0.98091	1.0	20994	0	1.2922	0.0031784	0.0088217	0.928485	199	2	1.2922
NARG2	3	0.41968	0.57491	1.0	11675	2	-0.76823	0.0032262	0.0089342	0.928612	200	1	-0.76823
TYK2	3	0.99677	0.99681	1.0	21382	0	1.389	0.0032344	0.0089527	0.928612	201	3	1.389
hsa-mir-3616	4	0.9762	0.97613	1.0	20880	0	1.2102	0.0032608	0.0094092	0.933514	202	3	1.2102
RGS9	3	0.763	0.78593	1.0	16588	1	1.8694	0.0032886	0.0091062	0.933514	203	2	1.8694
DLGAP4	3	0.42529	0.58044	1.0	11792	1	1.9604	0.0033197	0.0091929	0.933514	204	2	1.9604
TBX2	3	0.80592	0.81561	1.0	17270	1	0.97889	0.0033217	0.0091975	0.933514	205	2	0.97889
VN1R2	3	0.11286	0.24493	1.0	5095	2	-1.0548	0.0033694	0.0093266	0.933514	206	1	-1.0548
TMEM60	3	0.76979	0.79042	1.0	16684	1	1.8044	0.0033696	0.0093271	0.933514	207	2	1.8044
hsa-mir-4765	4	0.61814	0.75903	1.0	14663	2	0.62105	0.0033714	0.0096988	0.933514	208	2	0.62105
TAB1	3	0.99661	0.99667	1.0	21381	0	0.87033	0.0033863	0.0093714	0.933514	209	3	0.87033
OPCML	3	0.99338	0.99349	1.0	21286	0	1.8121	0.0034168	0.0094493	0.933514	210	2	1.8121
MBD3L2	3	0.96303	0.96313	1.0	20568	0	-0.052196	0.0034172	0.0094493	0.933514	211	1	-0.052196
GDF11	3	0.12327	0.26387	1.0	5475	1	1.8459	0.0034961	0.0096711	0.933514	212	2	1.8459
SUCLA2	3	0.99648	0.99653	1.0	21380	0	0.92996	0.0035174	0.0097306	0.933514	213	3	0.92996
CD52	3	0.98192	0.98203	1.0	21024	0	1.8706	0.003557	0.0098408	0.933514	214	2	1.8706
PDE1C	3	0.83508	0.83857	1.0	17781	1	0.79287	0.0035604	0.0098537	0.933514	215	2	0.79287
hsa-mir-2115	4	0.95358	0.95347	1.0	20344	0	1.0564	0.0035613	0.010202	0.933514	216	3	1.0564
TNFRSF25	3	0.98701	0.98714	1.0	21144	0	0.4339	0.0036081	0.0099838	0.933514	217	1	0.4339
FRK	3	0.95574	0.95592	1.0	20395	0	1.88	0.0036249	0.01003	0.933514	218	2	1.88
FAS	3	0.99635	0.9964	1.0	21379	0	1.2948	0.003648	0.010102	0.933514	219	3	1.2948
DNAJB3	3	0.92561	0.9256	1.0	19718	0	1.8564	0.0036672	0.010151	0.933514	220	2	1.8564
ERO1LB	3	0.99633	0.99638	1.0	21378	0	1.0239	0.0036701	0.010158	0.933514	221	3	1.0239
NFIA	3	0.99632	0.99638	1.0	21377	0	1.02	0.0036758	0.01017	0.933514	222	3	1.02
PARD6A	3	0.78063	0.79769	1.0	16842	1	0.50136	0.0037036	0.010247	0.933514	223	1	0.50136
ZSCAN20	3	0.99626	0.99632	1.0	21376	0	1.2613	0.0037365	0.010347	0.933514	224	3	1.2613
SLC28A2	3	0.75913	0.78347	1.0	16542	1	0.18505	0.0037513	0.010383	0.933514	225	1	0.18505
GNB4	3	0.99623	0.99629	1.0	21375	0	1.026	0.0037677	0.010432	0.933514	226	3	1.026
NonTargetingControlGuideForHuman_0347	1	0.9962	0.99627	1.0	21374	0	3.2673	0.0038038	0.0037391	0.815108	227	1	3.2673
SLC44A5	3	0.99619	0.99625	1.0	21373	0	0.99443	0.0038131	0.010548	0.933514	228	3	0.99443
AFF2	3	0.95453	0.95472	1.0	20369	0	1.7788	0.003819	0.010564	0.933514	229	2	1.7788
STX7	3	0.99616	0.99622	1.0	21372	0	0.93166	0.0038435	0.010633	0.933514	230	3	0.93166
KRTAP4-4	3	0.08049	0.18301	0.98191	3919	2	-2.1252	0.0038467	0.01064	0.933514	231	1	-2.1252
TMEM200C	3	0.99615	0.99621	1.0	21371	0	0.94828	0.0038482	0.010645	0.933514	232	3	0.94828
BTBD10	3	0.99614	0.9962	1.0	21370	0	0.7782	0.0038647	0.01068	0.933514	233	3	0.7782
ZNF174	3	0.83654	0.83981	1.0	17807	1	0.65778	0.0038945	0.01077	0.933514	234	2	0.65778
hsa-mir-195	4	0.89957	0.90577	1.0	19110	1	0.30572	0.0039177	0.011145	0.933514	235	1	0.30572
BFSP1	3	0.97502	0.97509	1.0	20853	0	0.85339	0.0039422	0.010882	0.933514	236	2	0.85339
