id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
DYSF	3	0.65281	0.65551	0.999934	13379	1	0.19374	0.0014559	0.0041019	0.837318	82	2	0.19374
GLUD2	3	0.19603	0.30581	0.999934	5873	1	0.019249	0.0015036	0.0042439	0.837318	83	1	0.019249
hsa-mir-4417	4	0.99848	0.99847	0.999934	21439	0	0.50928	0.0015246	0.0055497	0.837318	84	4	0.50928
TRNAU1AP	3	0.11477	0.1987	0.999934	3929	1	0.68	0.0015471	0.0043702	0.837318	85	2	0.68
TRAF3IP3	3	0.67657	0.67706	0.999934	13867	1	0.023994	0.0015513	0.0043813	0.837318	86	1	0.023994
SLC24A5	3	0.99843	0.99844	0.999934	21438	0	0.37244	0.0015679	0.0044279	0.837318	87	3	0.37244
GCLM	3	0.99842	0.99843	0.999934	21437	0	0.61277	0.0015789	0.0044615	0.837318	88	3	0.61277
hsa-mir-548s	4	0.47427	0.58476	0.999934	10348	1	0.33585	0.0015827	0.0057493	0.837318	89	2	0.33585
ABI3BP	3	0.62035	0.62737	0.999934	12757	1	0.53225	0.0015923	0.0044961	0.837318	90	2	0.53225
hsa-mir-4692	4	0.47678	0.58599	0.999934	10385	1	0.53224	0.0016038	0.0058238	0.837318	91	3	0.53224
hsa-mir-6830	4	0.56288	0.62994	0.999934	11758	1	0.47084	0.0016228	0.0058936	0.837318	92	3	0.47084
hsa-mir-4275	4	0.95938	0.95931	0.999934	20409	0	0.84693	0.0016255	0.0059056	0.837318	93	3	0.84693
FAXC	3	0.89999	0.90003	0.999934	18970	0	0.40937	0.0016337	0.0046155	0.837318	94	2	0.40937
TUFT1	3	0.58103	0.59516	0.999934	12068	1	-0.0034107	0.0016468	0.0046455	0.837318	95	1	-0.0034107
CGB7	1	0.99835	0.99839	0.999934	21436	0	2.1801	0.0016477	0.0016384	0.837318	96	1	2.1801
FAM5C	2	0.99833	0.99832	0.999934	21435	0	0.82761	0.0016667	0.003224	0.837318	97	2	0.82761
OR9A2	3	0.84937	0.8493	0.999934	17763	0	0.37422	0.0016668	0.0047082	0.837318	98	2	0.37422
KCNC4	3	0.037978	0.092887	0.936701	2082	1	0.50658	0.0016756	0.004734	0.837318	99	2	0.50658
FGD5	3	0.97593	0.976	0.999934	20815	0	0.40944	0.0016801	0.0047469	0.837318	100	3	0.40944
PPIP5K2	3	0.99832	0.99833	0.999934	21433	0	0.58077	0.0016834	0.0047529	0.837318	101	3	0.58077
PPP1R32	3	0.91073	0.9107	0.999934	19213	0	0.16698	0.0016945	0.0047898	0.837318	102	2	0.16698
NonTargetingControlGuideForHuman_0787	1	0.9983	0.99833	0.999934	21432	0	1.1063	0.0016954	0.0016831	0.837318	103	1	1.1063
ZNF626	3	0.91508	0.91503	0.999934	19310	0	0.69672	0.0016979	0.0047967	0.837318	104	2	0.69672
ARL9	3	0.88244	0.88247	0.999934	18563	0	0.48632	0.0017024	0.0048115	0.837318	105	2	0.48632
SLC24A4	3	0.70457	0.70439	0.999934	14473	1	0.33917	0.0017046	0.0048175	0.837318	106	2	0.33917
ASIC4	3	0.99829	0.99831	0.999934	21431	0	0.31062	0.0017065	0.0048202	0.837318	107	3	0.31062
C1QTNF6	3	0.83659	0.83644	0.999934	17453	0	0.49994	0.0017316	0.0048834	0.837318	108	2	0.49994
MYO1H	3	0.99826	0.99827	0.999934	21430	0	0.31124	0.001738	0.0049046	0.837318	109	3	0.31124
SFMBT2	3	0.99826	0.99827	0.999934	21429	0	0.3265	0.0017436	0.0049198	0.837318	110	3	0.3265
GGACT	3	0.77598	0.77586	0.999934	16106	0	0.53869	0.0017839	0.005031	0.837318	111	2	0.53869
DNAJC28	3	0.94355	0.94368	0.999934	19998	0	0.54408	0.0017885	0.0050416	0.837318	112	2	0.54408
AMH	3	0.81174	0.81146	0.999934	16888	0	0.046841	0.0017899	0.0050439	0.837318	113	1	0.046841
SLC8A1	3	0.76922	0.76919	0.999934	15935	0	0.12902	0.0018376	0.005173	0.837318	114	2	0.12902
NT5C3A	3	0.94147	0.94154	0.999934	19934	0	0.53304	0.0018556	0.0052251	0.837318	115	2	0.53304
hsa-mir-1277	4	0.90761	0.90753	0.999934	19137	0	0.68077	0.0018772	0.0067655	0.837318	116	3	0.68077
ASF1B	3	0.056613	0.1193	0.998956	2514	1	0.045305	0.0018853	0.0053025	0.837318	117	1	0.045305
hsa-mir-759	4	0.99039	0.9904	0.999934	21193	0	0.53135	0.0018863	0.0068019	0.837318	118	4	0.53135
OR6C74	3	0.53242	0.55819	0.999934	11262	1	0.50835	0.0018908	0.0053145	0.837318	119	2	0.50835
CD163L1	3	0.9981	0.99811	0.999934	21428	0	0.46496	0.0019047	0.0053583	0.837318	120	3	0.46496
CCL28	3	0.99809	0.99811	0.999934	21427	0	0.52397	0.0019083	0.0053698	0.837318	121	3	0.52397
NAT8L	3	0.76682	0.76678	0.999934	15885	0	0.12523	0.001933	0.0054339	0.837318	122	1	0.12523
TESPA1	3	0.41924	0.48126	0.999934	9553	1	0.65905	0.0019646	0.0055321	0.837318	123	2	0.65905
FDCSP	3	0.24814	0.37206	0.999934	7141	2	-0.13097	0.0019807	0.0055686	0.837318	124	1	-0.13097
CYP2C9	3	0.94413	0.94426	0.999934	20014	0	0.77058	0.001996	0.0056041	0.837318	125	2	0.77058
BABAM1	3	0.998	0.99801	0.999934	21426	0	0.55549	0.0020001	0.0056179	0.837318	126	3	0.55549
MLL3	3	0.88262	0.88266	0.999934	18566	0	0.77147	0.0020081	0.0056382	0.837318	127	2	0.77147
ZNF790	3	0.84744	0.84739	0.999934	17719	0	0.33011	0.0020275	0.0056912	0.837318	128	2	0.33011
FYB	3	0.15347	0.25005	0.999934	4852	1	0.24464	0.0020284	0.005693	0.837318	129	2	0.24464
CTDSPL2	3	0.99794	0.99795	0.999934	21425	0	0.29579	0.0020637	0.0057816	0.837318	130	3	0.29579
PNOC	3	0.99793	0.99795	0.999934	21424	0	0.57624	0.002066	0.0057876	0.837318	131	3	0.57624
AGL	3	0.99793	0.99795	0.999934	21423	0	0.57959	0.0020684	0.0057972	0.837318	132	3	0.57959
RBMS3	3	0.79023	0.79007	0.999934	16416	0	0.38164	0.0020761	0.0058231	0.837318	133	2	0.38164
ZNF540	3	0.99792	0.99793	0.999934	21422	0	0.45358	0.0020839	0.0058438	0.837318	134	3	0.45358
hsa-mir-208b	4	0.75611	0.76008	0.999934	15625	1	0.3761	0.0020941	0.0075516	0.837318	135	3	0.3761
IGFL3	3	0.96689	0.96697	0.999934	20610	0	0.60126	0.0021113	0.0059167	0.837318	136	3	0.60126
hsa-mir-223	4	0.83226	0.83223	0.999934	17352	0	0.46939	0.0021409	0.0077236	0.837318	137	3	0.46939
TAL2	3	0.99785	0.99787	0.999934	21421	0	0.34528	0.0021453	0.0060126	0.837318	138	3	0.34528
TMX2	3	0.021644	0.055585	0.819796	1421	1	-0.028305	0.0021714	0.0060813	0.837318	139	1	-0.028305
AMELY	3	0.99782	0.99784	0.999934	21420	0	0.46832	0.0021756	0.0060937	0.837318	140	3	0.46832
RAB15	3	0.99779	0.9978	0.999934	21419	0	0.43095	0.0022095	0.006188	0.837318	141	3	0.43095
TSPAN5	3	0.93005	0.93009	0.999934	19658	0	0.27887	0.0022191	0.0062191	0.837318	142	2	0.27887
ZBTB18	3	0.95547	0.95565	0.999934	20306	0	0.4168	0.0022197	0.00622	0.837318	143	2	0.4168
OR51I1	3	0.99672	0.99677	0.999934	21382	0	0.41842	0.0022222	0.006226	0.837318	144	3	0.41842
hsa-mir-8066	4	0.80465	0.8046	0.999934	16721	0	0.38959	0.0022437	0.0081044	0.837318	145	3	0.38959
MARK4	3	0.15744	0.25533	0.999934	4955	1	0.065768	0.0022668	0.0063302	0.837318	146	1	0.065768
MYL5	3	0.9977	0.99771	0.999934	21418	0	0.47903	0.0022981	0.0064225	0.837318	147	3	0.47903
hsa-mir-3166	4	0.9977	0.99772	0.999934	21417	0	0.56178	0.0022988	0.0082981	0.837318	148	4	0.56178
LILRA6	3	0.9977	0.99771	0.999934	21416	0	0.41145	0.0023048	0.0064395	0.837318	149	3	0.41145
C1orf105	3	0.3959	0.46658	0.999934	9221	1	0.044273	0.0023145	0.0064718	0.837318	150	1	0.044273
hsa-mir-181b-1	4	0.32147	0.46088	0.999934	8252	2	-0.10671	0.0023222	0.0083802	0.837318	151	1	-0.10671
LMCD1	3	0.61517	0.62303	0.999934	12653	1	0.64346	0.0023411	0.0065469	0.837318	152	2	0.64346
SLC35B2	3	0.99766	0.99766	0.999934	21415	0	0.7589	0.0023416	0.0065483	0.837318	153	3	0.7589
hsa-mir-3939	4	0.99765	0.99766	0.999934	21414	0	0.29765	0.0023466	0.0084599	0.837318	154	4	0.29765
TTLL7	3	0.67499	0.67557	0.999934	13826	1	-0.18913	0.0023622	0.0066083	0.837318	155	1	-0.18913
NUDT11	3	0.9976	0.9976	0.999934	21413	0	0.40071	0.0024002	0.0066991	0.837318	156	3	0.40071
LRRC29	3	0.99759	0.99759	0.999934	21412	0	0.28898	0.0024088	0.0067222	0.837318	157	3	0.28898
IL17RB	3	0.97824	0.9783	0.999934	20880	0	0.73137	0.0024099	0.0067254	0.837318	158	3	0.73137
MAGEA10-MAGEA5	3	0.99757	0.99757	0.999934	21411	0	0.37153	0.0024277	0.0067687	0.837318	159	3	0.37153
FAM90A1	3	0.93182	0.93183	0.999934	19697	0	0.62487	0.0024443	0.0068264	0.837318	160	2	0.62487
HRASLS	3	0.63374	0.63878	0.999934	13009	1	-0.02753	0.0024575	0.0068531	0.837318	161	1	-0.02753
RBM11	3	0.99365	0.99376	0.999934	21286	0	1.429	0.0024765	0.006907	0.837318	162	3	1.429
HSBP1L1	3	0.42857	0.48716	0.999934	9669	1	0.66303	0.0024846	0.0069329	0.837318	163	2	0.66303
IFNGR1	3	0.99751	0.9975	0.999934	21410	0	0.38819	0.002493	0.0069522	0.837318	164	3	0.38819
DEDD	3	0.91549	0.91543	0.999934	19322	0	0.13688	0.0025052	0.0069822	0.837318	165	1	0.13688
hsa-mir-8084	4	0.99749	0.99748	0.999934	21409	0	0.3899	0.0025131	0.0090427	0.845918	166	4	0.3899
UGT2B17	3	0.99746	0.99746	0.999934	21408	0	0.47988	0.0025372	0.0070643	0.837318	167	3	0.47988
WFDC8	3	0.99746	0.99745	0.999934	21407	0	0.40287	0.002539	0.0070698	0.837318	168	3	0.40287
hsa-mir-627	4	0.99746	0.99745	0.999934	21406	0	0.56641	0.0025447	0.0091552	0.845918	169	4	0.56641
LCORL	3	0.34868	0.43798	0.999934	8600	1	0.13372	0.0025529	0.0071071	0.837318	170	1	0.13372
TOM1L2	3	0.99741	0.99741	0.999934	21405	0	0.32061	0.0025864	0.0071971	0.837318	171	3	0.32061
ZNF708	3	0.99737	0.99737	0.999934	21404	0	0.55046	0.0026316	0.0073289	0.837318	172	3	0.55046
APOBEC3G	3	0.99733	0.99733	0.999934	21403	0	0.42173	0.0026737	0.0074368	0.837318	173	3	0.42173
hsa-mir-548aq	2	0.84577	0.8457	0.999934	17682	0	1.3251	0.0026886	0.0052472	0.837318	174	1	1.3251
hsa-mir-664a	4	0.9973	0.99731	0.999934	21402	0	0.33246	0.0026959	0.0096578	0.845918	175	4	0.33246
IL7R	3	0.58272	0.59649	0.999934	12093	1	0.21432	0.0026959	0.0074935	0.837318	176	2	0.21432
hsa-mir-4790	3	0.53652	0.56125	0.999934	11329	1	0.7638	0.0027019	0.0075106	0.837318	177	2	0.7638
NonTargetingControlGuideForHuman_0374	1	0.99729	0.99731	0.999934	21400	0	0.63938	0.0027143	0.0026933	0.837318	178	1	0.63938
hsa-mir-29b-2	4	0.99728	0.99728	0.999934	21399	0	0.24641	0.002717	0.009732	0.845918	179	4	0.24641
MAGED2	3	0.99728	0.99728	0.999934	21398	0	0.57404	0.0027246	0.007577	0.837318	180	3	0.57404
CCDC74B	3	0.14549	0.23964	0.999934	4660	2	-0.19009	0.0027436	0.0076337	0.837318	181	1	-0.19009
NSUN7	3	0.99725	0.99726	0.999934	21397	0	0.44413	0.0027517	0.0076549	0.837318	182	3	0.44413
C7orf10	3	0.99721	0.99721	0.999934	21396	0	0.66211	0.0027866	0.0077476	0.837318	183	3	0.66211
DNAJC14	3	0.83593	0.83578	0.999934	17437	0	0.068102	0.0027913	0.0077605	0.837318	184	1	0.068102
BCL9L	3	0.9972	0.9972	0.999934	21395	0	0.43442	0.0027979	0.0077766	0.837318	185	3	0.43442
NABP2	3	0.62278	0.62946	0.999934	12806	1	0.31903	0.0028211	0.0078379	0.837318	186	2	0.31903
hsa-mir-4724	4	0.15586	0.28361	0.999934	4912	2	0.043902	0.0028307	0.010124	0.845918	187	2	0.043902
BCAT2	3	0.89645	0.89652	0.999934	18903	0	0.27194	0.0028389	0.0078868	0.837318	188	2	0.27194
NXT2	3	0.99713	0.99714	0.999934	21393	0	0.47215	0.0028677	0.0079657	0.837318	189	3	0.47215
MAGEC1	3	0.99712	0.99713	0.999934	21392	0	0.38827	0.0028774	0.0079947	0.837318	190	3	0.38827
CCBE1	3	0.40134	0.46997	0.999934	9287	1	0.45549	0.0028866	0.0080187	0.837318	191	2	0.45549
hsa-mir-1254-1	3	0.22331	0.34061	0.999934	6557	2	-0.16731	0.0029343	0.008151	0.837318	192	1	-0.16731
OTOP3	3	0.99703	0.99705	0.999934	21391	0	0.39651	0.0029652	0.0082271	0.837318	193	3	0.39651
CYLC1	3	0.99703	0.99705	0.999934	21390	0	0.50938	0.0029682	0.0082349	0.837318	194	3	0.50938
OSCP1	3	0.5935	0.60522	0.999934	12281	1	0.059839	0.0029819	0.0082667	0.837318	195	1	0.059839
CYTH1	3	0.99699	0.99701	0.999934	21389	0	1.0475	0.0030098	0.0083553	0.837318	196	3	1.0475
BRS3	3	0.87094	0.87097	0.999934	18265	0	0.72023	0.0030135	0.0083663	0.837318	197	2	0.72023
SH3BGR	3	0.91516	0.91511	0.999934	19314	0	1.0901	0.0030432	0.0084465	0.837318	198	2	1.0901
FLAD1	3	0.99696	0.99697	0.999934	21388	0	0.83589	0.0030448	0.0084502	0.837318	199	3	0.83589
BTC	3	0.99695	0.99697	0.999934	21387	0	0.27894	0.0030488	0.0084613	0.837318	200	3	0.27894
PRNP	3	0.99691	0.99694	0.999934	21386	0	0.47413	0.0030851	0.0085586	0.841923	201	3	0.47413
ZCCHC3	3	0.99691	0.99693	0.999934	21385	0	0.5049	0.0030942	0.0085863	0.841923	202	3	0.5049
RYR2	3	0.047904	0.10699	0.969835	2314	1	0.31621	0.0031249	0.0086697	0.842906	203	2	0.31621
CYP46A1	3	0.18803	0.29549	0.999934	5684	2	-0.1638	0.0031726	0.0088053	0.845918	204	1	-0.1638
ECT2	3	0.18245	0.2882	0.999934	5568	1	0.092216	0.0032202	0.0089214	0.845918	205	1	0.092216
AMBRA1	3	0.99675	0.99679	0.999934	21383	0	0.46862	0.003252	0.0090081	0.845918	206	3	0.46862
hsa-mir-626	4	0.83513	0.83512	0.999934	17417	0	0.69019	0.0032679	0.011631	0.855247	207	3	0.69019
LOC154872	3	0.82363	0.82347	0.999934	17155	0	0.16525	0.0032679	0.0090515	0.845918	208	2	0.16525
SLC43A2	3	0.76873	0.7687	0.999934	15921	0	0.44415	0.0032705	0.0090588	0.845918	209	2	0.44415
PTCHD2	3	0.95882	0.95895	0.999934	20394	0	0.2657	0.0033155	0.0091843	0.845918	210	2	0.2657
CNTNAP4	3	0.96543	0.96546	0.999934	20566	0	0.58949	0.0033417	0.0092571	0.845918	211	3	0.58949
DDC	3	0.99665	0.9967	0.999934	21381	0	0.37723	0.0033462	0.0092677	0.845918	212	3	0.37723
MAGEB4	3	0.99665	0.9967	0.999934	21380	0	0.43541	0.0033483	0.0092732	0.845918	213	3	0.43541
KIAA1324L	3	0.99664	0.99669	0.999934	21379	0	0.32088	0.0033622	0.0093083	0.845918	214	3	0.32088
SPG11	3	0.9966	0.99665	0.999934	21378	0	0.40761	0.003402	0.0094093	0.845918	215	3	0.40761
DBN1	3	0.95938	0.9595	0.999934	20408	0	0.16147	0.0034108	0.0094369	0.845918	216	2	0.16147
DOCK5	3	0.99656	0.99661	0.999934	21377	0	0.28667	0.0034389	0.0095162	0.845918	217	3	0.28667
NUDT14	3	0.68201	0.68226	0.999934	13988	1	-0.053791	0.0034585	0.0095688	0.845918	218	1	-0.053791
WDR16	3	0.57491	0.59037	0.999934	11955	1	0.23469	0.0035061	0.009702	0.845918	219	2	0.23469
NonTargetingControlGuideForHuman_0168	1	0.99649	0.99656	0.999934	21376	0	0.88309	0.0035103	0.0034665	0.837318	220	1	0.88309
ZNF781	3	0.99649	0.99654	0.999934	21375	0	0.2855	0.0035112	0.0097168	0.845918	221	3	0.2855
TCF12	3	0.99209	0.99217	0.999934	21242	0	0.41557	0.0035152	0.0097251	0.845918	222	3	0.41557
hsa-mir-2355	4	0.99017	0.99018	0.999934	21188	0	0.46112	0.0035295	0.012516	0.855247	223	4	0.46112
hsa-mir-4472-2	4	0.99646	0.99647	0.999934	21374	0	0.79676	0.0035403	0.01255	0.855247	224	4	0.79676
UPF3A	3	0.95636	0.95653	0.999934	20333	0	0.38122	0.0035538	0.0098334	0.845918	225	2	0.38122
NEXN	3	0.99645	0.9965	0.999934	21373	0	0.72328	0.0035544	0.0098344	0.845918	226	3	0.72328
NonTargetingControlGuideForHuman_0286	1	0.99644	0.99651	0.999934	21372	0	0.5335	0.003558	0.0035117	0.837318	227	1	0.5335
hsa-mir-620	3	0.99644	0.99649	0.999934	21371	0	0.48852	0.0035611	0.0098574	0.845918	228	3	0.48852
hsa-mir-4470	4	0.99643	0.99643	0.999934	21369	0	0.22512	0.0035699	0.012646	0.855247	229	4	0.22512
APOC1	3	0.99642	0.99647	0.999934	21368	0	0.60946	0.0035823	0.0099091	0.845918	230	3	0.60946
