id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FAM47C	3	0.99975	0.99975	0.999998	21463	0	0.73425	0.00024619	0.00072279	0.712252	17	3	0.73425
ISLR2	3	0.49749	0.57594	0.999998	11590	1	1.0889	0.00025245	0.00073893	0.712252	18	2	1.0889
LPHN2	3	0.8432	0.84314	0.999998	17540	0	1.5247	0.00025771	0.00075738	0.712252	19	2	1.5247
CSF3	3	0.98897	0.98908	0.999998	21159	0	2.5044	0.00025859	0.00075968	0.712252	20	3	2.5044
CXCL12	3	0.93728	0.93738	0.999998	19842	0	0.63458	0.00026288	0.00077075	0.712252	21	2	0.63458
hsa-mir-4744	4	0.89446	0.89437	0.999998	18762	0	0.69768	0.00028232	0.0010857	0.776754	22	2	0.69768
hsa-mir-3201	3	0.90326	0.90324	0.999998	18982	0	0.69282	0.00031067	0.00090355	0.746192	23	2	0.69282
hsa-mir-4495	2	0.99968	0.99968	0.999998	21462	0	1.0076	0.00032446	0.00063518	0.712252	24	2	1.0076
TIGD7	3	0.99952	0.99952	0.999998	21459	0	0.91754	0.00032696	0.00095612	0.760359	25	3	0.91754
hsa-mir-3133	3	0.62001	0.65127	0.999998	13230	1	0.90933	0.00043237	0.0012687	0.776754	26	2	0.90933
CDK8	3	0.79932	0.79912	0.999998	16485	0	0.86895	0.00045895	0.0013499	0.776754	27	2	0.86895
hsa-mir-4431	4	0.62043	0.71375	0.999998	13236	1	0.91184	0.00045954	0.00174	0.776754	28	3	0.91184
PTPRA	3	0.99954	0.99953	0.999998	21461	0	0.7788	0.00046191	0.0013596	0.776754	29	3	0.7788
hsa-mir-2113	4	0.99953	0.99951	0.999998	21460	0	0.76907	0.00047114	0.001788	0.776754	30	4	0.76907
DRD5	3	0.66546	0.68322	0.999998	13914	1	0.86161	0.00047432	0.0013937	0.776754	31	2	0.86161
hsa-mir-653	4	0.13789	0.28184	0.999998	5043	3	-0.38969	0.00047792	0.0018119	0.776754	32	1	-0.38969
KIF12	3	0.52364	0.5909	0.999998	11919	1	1.0188	0.00050212	0.0014555	0.776754	33	2	1.0188
hsa-mir-1264	4	0.9995	0.99949	0.999998	21458	0	0.6279	0.00050268	0.0019	0.776754	34	4	0.6279
hsa-mir-1-2	4	0.58673	0.69919	0.999998	12733	1	0.47107	0.00054163	0.0020416	0.776754	35	2	0.47107
PNLIPRP3	3	0.99945	0.99945	0.999998	21457	0	0.52275	0.00054595	0.0015772	0.776754	36	3	0.52275
ZKSCAN5	3	0.65393	0.67495	0.999998	13742	1	-0.011441	0.0005496	0.0015874	0.776754	37	1	-0.011441
LYPD3	3	0.99942	0.99942	0.999998	21456	0	0.82512	0.00057685	0.0016708	0.776754	38	3	0.82512
SCARB2	3	0.99657	0.99662	0.999998	21370	0	0.77904	0.00059558	0.0017225	0.776754	39	3	0.77904
HIST1H3G	3	0.68242	0.69595	0.999998	14212	1	-0.33251	0.00059739	0.0017285	0.776754	40	1	-0.33251
TAS2R39	3	0.9994	0.9994	0.999998	21455	0	0.81271	0.00060444	0.0017446	0.776754	41	3	0.81271
FABP2	3	0.99938	0.99938	0.999998	21454	0	0.8008	0.00061891	0.0017916	0.776754	42	3	0.8008
WDR37	3	0.99938	0.99938	0.999998	21453	0	0.94073	0.00062273	0.0018032	0.776754	43	3	0.94073
ANKRD33B	3	0.8813	0.88134	0.999998	18446	0	0.99203	0.00063352	0.0018295	0.776754	44	2	0.99203
SYPL2	3	0.23309	0.35894	0.999998	7227	2	-0.23965	0.00064517	0.0018617	0.776754	45	1	-0.23965
PASK	3	0.99935	0.99935	0.999998	21452	0	0.66921	0.00065392	0.0018889	0.776754	46	3	0.66921
IRX1	3	0.99931	0.99931	0.999998	21451	0	0.86896	0.00068724	0.0019772	0.776754	47	3	0.86896
ZNF491	3	0.9993	0.9993	0.999998	21450	0	0.70009	0.00069734	0.0020015	0.776754	48	3	0.70009
NonTargetingControlGuideForHuman_0383	1	0.99929	0.99933	0.999998	21449	0	1.9119	0.00070904	0.00071588	0.712252	49	1	1.9119
CDC14B	3	0.96364	0.96373	0.999998	20498	0	0.99826	0.00073936	0.0021255	0.776754	50	3	0.99826
OR4Q3	3	0.22421	0.3484	0.999998	7041	2	-0.41158	0.00074072	0.0021287	0.776754	51	1	-0.41158
ZNF169	3	0.93164	0.93163	0.999998	19698	0	1.1961	0.00075129	0.0021545	0.776754	52	2	1.1961
NFKB1	3	0.99924	0.99924	0.999998	21448	0	0.67471	0.00076301	0.0021937	0.776754	53	3	0.67471
NonTargetingControlGuideForHuman_0024	1	0.99921	0.99925	0.999998	21447	0	2.0024	0.00078871	0.00079611	0.712252	54	1	2.0024
hsa-mir-4696	4	0.9992	0.9992	0.999998	21446	0	0.62481	0.00079604	0.0029472	0.776754	55	4	0.62481
hsa-mir-4300	3	0.99917	0.99916	0.999998	21445	0	0.79461	0.00083416	0.0023833	0.776754	56	3	0.79461
hsa-mir-4777	4	0.82564	0.83119	0.999998	17101	1	0.96142	0.00083606	0.0030938	0.776754	57	3	0.96142
MAGI2	3	0.99916	0.99916	0.999998	21444	0	0.68049	0.00083692	0.0023929	0.776754	58	3	0.68049
LETMD1	3	0.76203	0.76295	0.999998	15672	1	0.9571	0.00084216	0.002404	0.776754	59	2	0.9571
LMF1	3	0.77253	0.77284	0.999998	15899	1	1.1136	0.00085648	0.002445	0.776754	60	2	1.1136
hsa-mir-5003	4	0.99914	0.99914	0.999998	21443	0	0.64712	0.00085691	0.0031745	0.776754	61	4	0.64712
SLC36A3	3	0.97112	0.97115	0.999998	20696	0	1.4564	0.00086608	0.0024718	0.776754	62	3	1.4564
ELL2	3	0.99913	0.99913	0.999998	21442	0	0.8309	0.00086786	0.0024773	0.776754	63	3	0.8309
NonTargetingControlGuideForHuman_0982	1	0.99913	0.99917	0.999998	21441	0	1.8314	0.00086837	0.00087265	0.746192	64	1	1.8314
CNPY1	3	0.36146	0.50547	0.999998	10010	1	0.87351	0.00087413	0.0024967	0.776754	65	2	0.87351
HEPH	3	0.99088	0.99097	0.999998	21210	0	0.8345	0.00088708	0.0025322	0.776754	66	3	0.8345
HTR2C	3	0.99906	0.99906	0.999998	21440	0	0.59785	0.00094207	0.0026913	0.776754	67	3	0.59785
GH1	3	0.99904	0.99904	0.999998	21439	0	0.7607	0.00095964	0.0027365	0.776754	68	3	0.7607
CR2	3	0.99899	0.99899	0.999998	21438	0	0.75282	0.0010103	0.0028743	0.776754	69	3	0.75282
TP53	3	0.99129	0.99135	0.999998	21225	0	0.91276	0.0010113	0.0028762	0.776754	70	3	0.91276
CPNE7	3	0.52818	0.59358	0.999998	11982	1	-0.059319	0.0010274	0.0029264	0.776754	71	1	-0.059319
hsa-mir-4713	4	0.96308	0.96303	0.999998	20482	0	1.1982	0.0010512	0.003874	0.792221	72	3	1.1982
PDCD10	3	0.99894	0.99894	0.999998	21437	0	0.85034	0.0010577	0.0030136	0.776754	73	3	0.85034
MURC	3	0.9866	0.98673	0.999998	21089	0	1.1525	0.0010711	0.0030514	0.776754	74	3	1.1525
KLF12	3	0.98917	0.98929	0.999998	21164	0	0.59244	0.0010751	0.0030639	0.776754	75	3	0.59244
CCDC11	3	0.97286	0.9729	0.999998	20742	0	0.77391	0.001089	0.0031035	0.776754	76	3	0.77391
SHB	3	0.98199	0.9821	0.999998	20978	0	0.75593	0.0010999	0.0031298	0.776754	77	3	0.75593
hsa-mir-513b	4	0.98227	0.98226	0.999998	20990	0	0.71302	0.0011149	0.0041046	0.799852	78	3	0.71302
NAT9	3	0.68242	0.69595	0.999998	14207	1	0.22068	0.0011229	0.0031884	0.776754	79	2	0.22068
CKMT1B	3	0.99886	0.99886	0.999998	21436	0	0.94057	0.0011398	0.0032386	0.776754	80	3	0.94057
TPMT	3	0.99459	0.99465	0.999998	21312	0	0.72095	0.0011696	0.0033216	0.776754	81	3	0.72095
RFPL2	3	0.99882	0.99882	0.999998	21435	0	0.80604	0.0011829	0.003358	0.776754	82	3	0.80604
HMG20B	3	0.6044	0.6409	0.999998	12988	1	1.4091	0.0011864	0.0033705	0.776754	83	2	1.4091
PFKP	3	0.99881	0.99882	0.999998	21434	0	0.74679	0.0011896	0.0033756	0.776754	84	3	0.74679
SLC24A4	3	0.86903	0.86905	0.999998	18159	0	0.65771	0.0011902	0.0033765	0.776754	85	2	0.65771
DLK2	3	0.9988	0.99881	0.999998	21433	0	0.58934	0.0012001	0.0034005	0.776754	86	3	0.58934
ZNF653	3	0.74811	0.75033	0.999998	15394	1	-0.032983	0.0012184	0.0034517	0.780146	87	1	-0.032983
ARHGAP30	3	0.70612	0.71465	0.999998	14588	1	0.76306	0.0012549	0.0035513	0.784856	88	2	0.76306
FBXO15	3	0.96178	0.96188	0.999998	20447	0	0.46289	0.0012662	0.0035821	0.784856	89	3	0.46289
C12orf66	3	0.9987	0.99871	0.999998	21432	0	0.64404	0.0012959	0.0036647	0.786881	90	3	0.64404
THG1L	3	0.079147	0.17028	0.994072	3620	1	1.0321	0.0013114	0.0037094	0.788599	91	2	1.0321
ACYP1	3	0.94011	0.94019	0.999998	19911	0	0.79827	0.0013611	0.0038436	0.792221	92	2	0.79827
KCNK7	3	0.99629	0.99635	0.999998	21361	0	0.8932	0.0013617	0.003845	0.792221	93	3	0.8932
PIK3CB	3	0.99864	0.99865	0.999998	21431	0	0.90164	0.0013638	0.0038528	0.792221	94	3	0.90164
PACS1	3	0.97987	0.97993	0.999998	20928	0	0.3471	0.0014094	0.0039663	0.796197	95	3	0.3471
SOX14	3	0.98582	0.98594	0.999998	21074	0	1.1359	0.0014097	0.0039676	0.796197	96	3	1.1359
PPP1R32	3	0.48476	0.56887	0.999998	11446	1	0.45295	0.0014572	0.004105	0.799852	97	2	0.45295
hsa-mir-1302-7	4	0.99568	0.99566	0.999998	21341	0	0.68247	0.0014652	0.0053353	0.814866	98	4	0.68247
DDX51	3	0.26231	0.3936	0.999998	7868	1	1.0185	0.0014905	0.0042005	0.799852	99	2	1.0185
SUSD4	3	0.60866	0.64368	0.999998	13056	1	0.3235	0.001505	0.0042466	0.799852	100	2	0.3235
hsa-mir-4310	4	0.96048	0.9604	0.999998	20413	0	0.64872	0.0015243	0.0055497	0.832623	101	3	0.64872
hsa-mir-5584	4	0.99846	0.99845	0.999998	21430	0	0.81908	0.0015413	0.0056069	0.832623	102	4	0.81908
STK31	3	0.96886	0.96893	0.999998	20640	0	0.70869	0.0015527	0.0043849	0.814866	103	3	0.70869
hsa-mir-4330	4	0.17934	0.34799	0.999998	6038	3	-0.26208	0.0015606	0.0056719	0.832623	104	1	-0.26208
DUSP13	3	0.94218	0.94227	0.999998	19973	0	0.71387	0.0015842	0.0044762	0.814866	105	2	0.71387
KAL1	3	0.99841	0.99842	0.999998	21429	0	1.2292	0.0015895	0.0044878	0.814866	106	3	1.2292
KRTAP4-8	3	0.9984	0.9984	0.999998	21428	0	0.70878	0.0016039	0.0045279	0.814866	107	3	0.70878
GANC	3	0.99839	0.9984	0.999998	21427	0	0.76621	0.0016052	0.0045311	0.814866	108	3	0.76621
ANXA8L1	3	0.51479	0.58576	0.999998	11811	1	0.77164	0.001619	0.0045722	0.814866	109	2	0.77164
MYBPC1	3	0.99837	0.99838	0.999998	21426	0	0.52539	0.0016322	0.0046113	0.814866	110	3	0.52539
NOC3L	3	0.73117	0.73543	0.999998	15064	1	0.36502	0.0016482	0.0046505	0.814866	111	2	0.36502
TMEM14B	2	0.96673	0.96695	0.999998	20584	0	1.8661	0.0016564	0.0032031	0.776754	112	2	1.8661
hsa-mir-5009	4	0.99834	0.99834	0.999998	21425	0	0.45866	0.0016622	0.0060251	0.832623	113	4	0.45866
FRA10AC1	3	0.95349	0.95371	0.999998	20243	0	0.35642	0.001696	0.0047916	0.814866	114	2	0.35642
CARD18	3	0.98332	0.98342	0.999998	21020	0	0.70539	0.0016986	0.0047981	0.814866	115	3	0.70539
NonTargetingControlGuideForHuman_0804	1	0.99829	0.99831	0.999998	21424	0	1.3626	0.0017128	0.0016994	0.776754	116	1	1.3626
hsa-mir-4328	4	0.92329	0.92333	0.999998	19485	0	0.2923	0.0017515	0.0063341	0.832623	117	3	0.2923
HPS6	3	0.98786	0.98801	0.999998	21127	0	1.6853	0.0017914	0.0050489	0.814866	118	3	1.6853
ANKRD13A	3	0.48211	0.56739	0.999998	11412	1	0.84031	0.0018054	0.0050868	0.814866	119	2	0.84031
GATM	3	0.99819	0.9982	0.999998	21423	0	0.89387	0.0018078	0.0050918	0.814866	120	3	0.89387
ADCY2	3	0.73907	0.74231	0.999998	15219	1	0.71559	0.0018263	0.0051462	0.814866	121	2	0.71559
SMPDL3A	3	0.51414	0.58539	0.999998	11800	1	0.87351	0.0018332	0.0051628	0.814866	122	2	0.87351
MRPL44	3	0.05841	0.13791	0.965216	3014	2	-0.8197	0.0018392	0.0051794	0.814866	123	1	-0.8197
OR5K1	3	0.99816	0.99817	0.999998	21422	0	0.81659	0.0018413	0.0051868	0.814866	124	3	0.81659
FRMD7	3	0.99816	0.99817	0.999998	21421	0	1.0736	0.0018428	0.0051914	0.814866	125	3	1.0736
CXCL2	3	0.90359	0.90356	0.999998	18991	0	1.0181	0.0018612	0.0052408	0.814866	126	2	1.0181
hsa-mir-4999	4	0.99814	0.99815	0.999998	21420	0	0.59856	0.0018616	0.0067103	0.832623	127	4	0.59856
ZNF652	3	0.99814	0.99815	0.999998	21419	0	0.60791	0.0018637	0.0052477	0.814866	128	3	0.60791
HTRA1	3	0.99592	0.99599	0.999998	21352	0	0.96007	0.0018682	0.0052574	0.814866	129	3	0.96007
KIAA0141	3	0.57069	0.61917	0.999998	12505	1	-0.097892	0.0018869	0.0053049	0.814866	130	1	-0.097892
SCML1	3	0.86961	0.86963	0.999998	18170	0	1.007	0.0019012	0.0053427	0.814866	131	2	1.007
NonTargetingControlGuideForHuman_0528	1	0.998	0.99801	0.999998	21418	0	1.8458	0.0019996	0.0019835	0.776754	132	1	1.8458
MAP3K5	3	0.97263	0.97268	0.999998	20736	0	0.90551	0.0020301	0.0056973	0.832623	133	3	0.90551
CLDN11	3	0.22295	0.34691	0.999998	7010	1	0.23661	0.0020779	0.0058255	0.832623	134	2	0.23661
C9orf129	3	0.99791	0.99792	0.999998	21417	0	0.84544	0.0020937	0.0058679	0.832623	135	3	0.84544
hsa-mir-4479	4	0.9979	0.99791	0.999998	21416	0	0.58458	0.0020964	0.0075634	0.832623	136	4	0.58458
PSAT1	3	0.9979	0.99791	0.999998	21415	0	0.89194	0.0021004	0.0058822	0.832623	137	3	0.89194
hsa-mir-1236	4	0.19184	0.36207	0.999998	6311	2	-0.20536	0.0021334	0.007692	0.832623	138	1	-0.20536
LMBRD2	3	0.99786	0.99787	0.999998	21414	0	0.63569	0.0021374	0.0059938	0.832623	139	3	0.63569
C6orf195	3	0.99784	0.99785	0.999998	21413	0	0.66286	0.0021645	0.0060648	0.832623	140	3	0.66286
CLUH	3	0.63192	0.65945	0.999998	13402	1	0.17999	0.0021733	0.0060874	0.832623	141	2	0.17999
RPS6KA3	3	0.95103	0.9512	0.999998	20189	0	0.76449	0.0021955	0.0061436	0.832623	142	2	0.76449
SCAND3	3	0.99778	0.99779	0.999998	21412	0	0.7253	0.0022153	0.0062031	0.832623	143	3	0.7253
CYP51A1	3	0.46746	0.55933	0.999998	11239	1	0.31289	0.0022211	0.0062243	0.832623	144	2	0.31289
PTPRR	3	0.38772	0.5183	0.999998	10280	1	1.1519	0.002262	0.0063193	0.832623	145	2	1.1519
SMYD5	3	0.86398	0.86392	0.999998	18041	0	0.13904	0.0022688	0.0063354	0.832623	146	1	0.13904
ERBB2IP	3	0.99769	0.99771	0.999998	21411	0	0.86469	0.002305	0.0064401	0.832623	147	3	0.86469
PPP1R3A	3	0.99551	0.9956	0.999998	21338	0	0.83448	0.002306	0.0064424	0.832623	148	3	0.83448
MYO16	3	0.99769	0.9977	0.999998	21410	0	0.82611	0.0023134	0.0064701	0.832623	149	3	0.82611
hsa-mir-182	4	0.29748	0.45943	0.999998	8633	2	-0.22586	0.0023243	0.0083892	0.832623	150	1	-0.22586
hsa-mir-6895	4	0.99767	0.99768	0.999998	21409	0	0.36136	0.0023304	0.0084072	0.832623	151	4	0.36136
hsa-mir-6085	4	0.7351	0.77079	0.999998	15139	1	0.35582	0.0023449	0.0084547	0.832623	152	2	0.35582
NLGN4X	3	0.99736	0.99736	0.999998	21397	0	0.90397	0.0023741	0.0066319	0.832623	153	3	0.90397
PKD2L2	3	0.99762	0.99762	0.999998	21408	0	0.82852	0.00238	0.0066499	0.832623	154	3	0.82852
TBC1D8B	3	0.87687	0.8769	0.999998	18328	0	1.3523	0.002382	0.0066568	0.832623	155	2	1.3523
OR51A7	3	0.8771	0.87713	0.999998	18332	0	0.62345	0.0023926	0.0066817	0.832623	156	2	0.62345
ZNF300	3	0.99759	0.99758	0.999998	21407	0	0.8612	0.0024117	0.0067297	0.832623	157	3	0.8612
HOXC11	3	0.27052	0.40319	0.999998	8050	2	-0.33143	0.002412	0.0067302	0.832623	158	1	-0.33143
RAMP2	3	0.99757	0.99757	0.999998	21406	0	0.81641	0.0024264	0.0067661	0.832623	159	3	0.81641
HHLA3	3	0.65609	0.67648	0.999998	13765	1	-0.13439	0.0024836	0.0069303	0.832623	160	1	-0.13439
NonTargetingControlGuideForHuman_0481	1	0.99751	0.99753	0.999998	21405	0	1.6284	0.0024936	0.0024806	0.776754	161	1	1.6284
hsa-mir-888	4	0.99749	0.99748	0.999998	21404	0	0.54391	0.0025126	0.0090417	0.832623	162	4	0.54391
hsa-mir-543	2	0.46577	0.48405	0.999998	11212	1	1.4382	0.0025318	0.0049212	0.814866	163	1	1.4382
C2CD5	3	0.99745	0.99744	0.999998	21403	0	0.83446	0.0025492	0.0070967	0.832623	164	3	0.83446
C3	3	0.76183	0.76278	0.999998	15666	1	0.071756	0.0025551	0.0071138	0.832623	165	1	0.071756
NonTargetingControlGuideForHuman_0382	1	0.99744	0.99747	0.999998	21402	0	1.4687	0.0025573	0.0025446	0.776754	166	1	1.4687
SCGB2B2	3	0.99744	0.99743	0.999998	21401	0	0.675	0.0025635	0.0071318	0.832623	167	3	0.675
ATP5C1	3	0.30364	0.44192	0.999998	8767	1	1.0224	0.002587	0.0071982	0.832623	168	2	1.0224
hsa-mir-3164	4	0.92743	0.92748	0.999998	19595	0	0.45249	0.0025938	0.009323	0.834344	169	2	0.45249
hsa-mir-4661	4	0.99741	0.9974	0.999998	21400	0	0.52653	0.0025945	0.0093258	0.834344	170	4	0.52653
COX8C	3	0.9974	0.9974	0.999998	21399	0	1.0658	0.0026013	0.0072328	0.832623	171	3	1.0658
C15orf39	3	0.99739	0.99738	0.999998	21398	0	0.68624	0.0026103	0.0072604	0.832623	172	3	0.68624
MX1	3	0.99736	0.99736	0.999998	21396	0	0.61258	0.0026431	0.0073573	0.832623	173	3	0.61258
RUNX1	3	0.99524	0.99534	0.999998	21333	0	0.71899	0.0026674	0.0074251	0.832623	174	3	0.71899
RASD2	3	0.95964	0.95977	0.999998	20390	0	1.2089	0.0026758	0.007443	0.832623	175	2	1.2089
DSCC1	3	0.32359	0.46515	0.999998	9251	1	-0.13901	0.0026983	0.0074993	0.832623	176	1	-0.13901
PRDX4	3	0.99274	0.99281	0.999998	21263	0	0.86941	0.0027123	0.0075389	0.832623	177	3	0.86941
hsa-mir-450b	4	0.90222	0.90216	0.999998	18950	0	0.75332	0.0027262	0.0097597	0.847585	178	3	0.75332
EPHA4	3	0.97658	0.97666	0.999998	20839	0	0.98276	0.002746	0.0076381	0.832623	179	3	0.98276
LGALS8	3	0.99724	0.99725	0.999998	21395	0	0.50734	0.0027552	0.007663	0.832623	180	3	0.50734
DUS4L	3	0.78436	0.7842	0.999998	16147	1	0.94285	0.0027603	0.0076773	0.832623	181	2	0.94285
JSRP1	3	0.99721	0.99721	0.999998	21394	0	0.93088	0.0027892	0.0077552	0.832623	182	3	0.93088
LPIN2	3	0.98971	0.98983	0.999998	21183	0	0.57399	0.0027937	0.0077663	0.832623	183	3	0.57399
CAGE1	3	0.9972	0.9972	0.999998	21393	0	0.54063	0.0028034	0.0077916	0.832623	184	3	0.54063
NNMT	3	0.99719	0.99719	0.999998	21392	0	0.52907	0.0028072	0.0078018	0.832623	185	3	0.52907
ZFAND4	3	0.59551	0.63509	0.999998	12857	1	0.28612	0.0028414	0.0078917	0.832623	186	1	0.28612
NonTargetingControlGuideForHuman_0694	1	0.99716	0.99719	0.999998	21391	0	1.3777	0.0028441	0.0028236	0.776754	187	1	1.3777
ZNF132	3	0.99715	0.99716	0.999998	21390	0	0.73355	0.0028454	0.0079023	0.832623	188	3	0.73355
GPR32	3	0.99713	0.99713	0.999998	21389	0	0.65453	0.0028734	0.0079802	0.832623	189	3	0.65453
CLEC14A	3	0.95612	0.95629	0.999998	20300	0	0.7439	0.0028867	0.008019	0.832623	190	2	0.7439
TTR	3	0.56004	0.61262	0.999998	12380	1	-0.067113	0.0028891	0.0080245	0.832623	191	1	-0.067113
DZANK1	3	0.99707	0.99709	0.999998	21388	0	0.59108	0.0029268	0.0081319	0.832623	192	3	0.59108
PI16	3	0.87699	0.87703	0.999998	18330	0	0.53242	0.0029368	0.0081559	0.832623	193	2	0.53242
ZNF141	3	0.99705	0.99706	0.999998	21387	0	0.53076	0.0029543	0.0082016	0.832623	194	3	0.53076
TMPRSS7	3	0.99635	0.9964	0.999998	21364	0	0.69932	0.0029685	0.0082352	0.832623	195	3	0.69932
TAS2R20	3	0.99701	0.99703	0.999998	21386	0	0.60853	0.0029869	0.0082855	0.832623	196	3	0.60853
hsa-mir-8073	4	0.99701	0.99703	0.999998	21385	0	0.31065	0.0029912	0.010668	0.847585	197	4	0.31065
AGPS	3	0.997	0.99701	0.999998	21384	0	0.68073	0.0030048	0.0083376	0.832623	198	3	0.68073
NOS1	3	0.99698	0.99699	0.999998	21383	0	0.54184	0.0030247	0.0083957	0.832623	199	3	0.54184
HS6ST2	3	0.33429	0.47733	0.999998	9465	1	0.0098645	0.0030323	0.0084174	0.832623	200	1	0.0098645
CXorf61	3	0.99696	0.99698	0.999998	21382	0	0.65179	0.0030428	0.0084446	0.832623	201	3	0.65179
GTF2F2	3	0.72758	0.73237	0.999998	14989	1	0.71054	0.00308	0.0085446	0.832623	202	2	0.71054
GPR64	3	0.99691	0.99694	0.999998	21381	0	0.58104	0.0030871	0.008564	0.832623	203	3	0.58104
hsa-mir-4765	4	0.91942	0.91937	0.999998	19371	0	0.76341	0.0030875	0.010995	0.847585	204	3	0.76341
SECTM1	3	0.2957	0.43258	0.999998	8600	1	0.6935	0.0030904	0.0085755	0.832623	205	2	0.6935
ZDHHC9	3	0.99689	0.99691	0.999998	21380	0	0.50364	0.0031146	0.0086419	0.832623	206	3	0.50364
HIST1H1A	3	0.78323	0.78309	0.999998	16121	1	0.55088	0.0031235	0.0086659	0.832623	207	2	0.55088
GDF1	3	0.6569	0.67705	0.999998	13780	1	0.10006	0.0031277	0.008677	0.832623	208	1	0.10006
hsa-mir-1469	3	0.76324	0.76406	0.999998	15702	1	1.0253	0.0031325	0.0086931	0.832623	209	2	1.0253
BANK1	3	0.9132	0.91315	0.999998	19213	0	0.85952	0.0031356	0.0087005	0.832623	210	2	0.85952
RGS22	3	0.94173	0.9418	0.999998	19957	0	0.27107	0.0031754	0.0088102	0.832623	211	2	0.27107
CNTN4	3	0.99681	0.99685	0.999998	21379	0	0.62729	0.0031917	0.0088501	0.832623	212	3	0.62729
RABGEF1	3	0.31397	0.45399	0.999998	9024	1	0.74044	0.0032177	0.0089135	0.832623	213	2	0.74044
NCAPD2	3	0.15288	0.26215	0.999998	5424	2	-0.39817	0.0032231	0.0089269	0.832623	214	1	-0.39817
NonTargetingControlGuideForHuman_0247	1	0.99677	0.99683	0.999998	21378	0	0.99763	0.0032265	0.0031934	0.776754	215	1	0.99763
GGA1	3	0.54067	0.60094	0.999998	12149	1	1.1476	0.00323	0.0089412	0.832623	216	2	1.1476
METTL10	3	0.97807	0.97812	0.999998	20878	0	0.95552	0.0032361	0.0089573	0.832623	217	3	0.95552
DCAF8L2	3	0.99674	0.99678	0.999998	21377	0	0.50829	0.0032605	0.0090288	0.832623	218	3	0.50829
HSPB9	3	0.55593	0.61008	0.999998	12345	1	0.68166	0.0032708	0.0090592	0.832623	219	2	0.68166
NonTargetingControlGuideForHuman_0402	1	0.99673	0.99678	0.999998	21376	0	1.1771	0.0032743	0.0032322	0.776754	220	1	1.1771
NLRP10	3	0.99672	0.99676	0.999998	21375	0	0.73622	0.0032837	0.0090947	0.832623	221	3	0.73622
NonTargetingControlGuideForHuman_0567	1	0.99669	0.99675	0.999998	21374	0	1.3563	0.0033062	0.0032663	0.776754	222	1	1.3563
TRIM2	3	0.99668	0.99673	0.999998	21373	0	0.70336	0.0033166	0.009186	0.832623	223	3	0.70336
MFSD7	3	0.66173	0.68048	0.999998	13863	1	0.3531	0.0033184	0.0091902	0.832623	224	2	0.3531
NonTargetingControlGuideForHuman_0912	1	0.99661	0.99667	0.999998	21372	0	0.98223	0.0033859	0.0033507	0.776754	225	1	0.98223
B3GNT5	3	0.88423	0.88428	0.999998	18517	0	0.93237	0.0034138	0.0094433	0.838577	226	2	0.93237
LCE2A	3	0.99658	0.99664	0.999998	21371	0	0.54976	0.0034175	0.0094512	0.838577	227	3	0.54976
OR6C70	3	0.99656	0.99661	0.999998	21369	0	0.52243	0.0034425	0.009525	0.841645	228	3	0.52243
