id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
COL13A1	3	0.99962	0.99962	0.999991	21461	0	2.0831	0.00037502	0.0011055	0.818539	27	3	2.0831
RGS11	3	0.72093	0.75988	0.999825	16150	1	0.39282	0.00040683	0.0011899	0.85165	28	1	0.39282
LPHN2	3	0.14627	0.29019	0.999825	6006	1	3.3458	0.00043588	0.0012798	0.872637	29	2	3.3458
FOXN4	3	0.96168	0.96178	0.999825	20606	0	3.4885	0.0004474	0.0013162	0.872637	30	2	3.4885
BCO2	3	0.36137	0.51603	0.999825	10842	1	-3.1206	0.00045468	0.0013411	0.872637	31	1	-3.1206
hsa-mir-374a	4	0.041401	0.12244	0.985343	2158	1	1.8827	0.00048944	0.001449	0.87665	32	3	1.8827
CXCL11	3	0.78009	0.79731	0.999825	16993	1	-1.1229	0.00050253	0.0014564	0.87665	33	1	-1.1229
ZNF883	3	0.99949	0.99949	0.999991	21460	0	2.118	0.00050582	0.0014698	0.87665	34	3	2.118
VNN1	3	0.99947	0.99947	0.999991	21459	0	2.0727	0.00052708	0.0015228	0.88373	35	3	2.0727
TSPYL6	3	0.87078	0.87086	0.999825	18583	1	-2.9763	0.00055038	0.0015888	0.895887	36	1	-2.9763
GPI	3	0.85638	0.85714	0.999825	18275	1	2.322	0.00059823	0.0016971	0.895887	37	2	2.322
FAM178A	3	0.66728	0.73019	0.999825	15469	1	3.3039	0.00063393	0.0017626	0.895887	38	2	3.3039
CCDC112	3	0.99166	0.99174	0.999825	21290	0	2.5075	0.00064608	0.0017833	0.895887	39	2	2.5075
ASB10	3	0.46937	0.62432	0.999825	13054	1	3.2786	0.00065897	0.0018082	0.895887	40	2	3.2786
INSC	3	0.87119	0.87126	0.999825	18594	1	3.207	0.00068021	0.0018456	0.895887	41	2	3.207
KIF5C	3	0.11336	0.24586	0.99565	5123	2	-5.2186	0.00069393	0.0018714	0.895887	42	1	-5.2186
hsa-mir-548ah	1	0.99929	0.99933	0.999991	21454	0	6.0053	0.00071005	0.00071726	0.689975	43	1	6.0053
ZNF773	3	0.38375	0.53868	0.999825	11335	1	3.049	0.00076547	0.002007	0.895887	44	2	3.049
hsa-mir-154	4	0.72079	0.824	0.999825	16147	1	2.2148	0.00078444	0.0022703	0.895887	45	3	2.2148
TGFBR3L	3	0.2802	0.43232	0.999825	9087	1	-1.8522	0.00078962	0.0020517	0.895887	46	1	-1.8522
OLA1	3	0.43056	0.58572	0.999825	12303	1	-2.5932	0.00083746	0.0021389	0.895887	47	1	-2.5932
TXNDC12	3	0.83371	0.83747	0.999825	17858	1	3.2136	0.00084454	0.0021527	0.895887	48	2	3.2136
LOC200726	3	0.042768	0.104	0.979682	2224	2	-4.562	0.0008853	0.0022311	0.895887	49	1	-4.562
PLAC1	3	0.97341	0.97345	0.999825	20883	0	3.1677	0.00090596	0.002268	0.895887	50	2	3.1677
FCN1	3	0.99455	0.99462	0.999904	21354	0	3.063	0.00093914	0.0023335	0.895887	51	2	3.063
NonTargetingControlGuideForHuman_0572	1	0.99903	0.99906	0.999991	21445	0	5.8381	0.00096534	0.00096349	0.738861	52	1	5.8381
GRM4	3	0.98038	0.98046	0.999825	21041	0	3.0261	0.0009695	0.0023846	0.895887	53	2	3.0261
BIN2	3	0.37031	0.52512	0.999825	11033	2	-3.5998	0.00098098	0.0024031	0.895887	54	1	-3.5998
hsa-mir-548ab	4	0.36614	0.57216	0.999825	10953	2	-2.0277	0.00098891	0.0028398	0.897618	55	1	-2.0277
hsa-mir-4650-1	3	0.84584	0.84782	0.999825	18083	1	0.55282	0.0010288	0.0024981	0.895887	56	1	0.55282
CCDC71	3	0.46915	0.62411	0.999825	13050	1	3.0695	0.0010599	0.0025557	0.895887	57	2	3.0695
CCBL2	3	0.88824	0.88825	0.999825	18952	0	2.9042	0.0010617	0.0025594	0.895887	58	2	2.9042
C3orf62	3	0.19597	0.34375	0.999825	7151	1	2.9615	0.0010724	0.0025834	0.895887	59	2	2.9615
PLS1	3	0.22102	0.37024	0.999825	7770	1	3.0287	0.001076	0.0025912	0.895887	60	2	3.0287
TG	3	0.86873	0.86885	0.999825	18548	1	-3.0427	0.0010766	0.0025917	0.895887	61	1	-3.0427
FRRS1	3	0.99941	0.99941	0.999991	21456	0	2.9377	0.0010831	0.0026032	0.895887	62	2	2.9377
ZRANB2	3	0.98263	0.98273	0.999825	21101	0	0.86131	0.0011245	0.0026705	0.895887	63	1	0.86131
GPR85	3	0.43191	0.58705	0.999825	12335	1	3.0392	0.0011469	0.0027097	0.895887	64	2	3.0392
TEX14	3	0.75791	0.78266	0.999825	16679	1	3.0424	0.0011487	0.002712	0.895887	65	2	3.0424
CACNG4	3	0.97663	0.97672	0.999825	20955	0	2.9497	0.0012105	0.0028282	0.897618	66	2	2.9497
HIBADH	3	0.86679	0.86693	0.999825	18512	1	0.40963	0.0012201	0.0028448	0.897618	67	1	0.40963
hsa-mir-548ag-2	3	0.50799	0.65779	0.999825	13763	1	2.9972	0.0012411	0.0028845	0.897618	68	2	2.9972
AXL	3	0.96708	0.96714	0.999825	20730	0	-0.8705	0.001268	0.0029311	0.899081	69	1	-0.8705
CCDC15	3	0.25689	0.40795	0.999825	8597	2	-3.7363	0.0013158	0.0030205	0.899492	70	1	-3.7363
GNAI2	3	0.98149	0.98157	0.999825	21064	0	2.9509	0.0013349	0.0030574	0.899492	71	2	2.9509
CLEC14A	3	0.94647	0.94662	0.999825	20220	0	2.9316	0.0013469	0.0030763	0.899492	72	2	2.9316
CPNE7	3	0.31185	0.46524	0.999825	9789	2	-4.3376	0.0013636	0.0031058	0.899492	73	1	-4.3376
ZNF197	3	0.2116	0.36033	0.999825	7555	1	2.8632	0.0014096	0.0031814	0.899492	74	2	2.8632
FUNDC1	3	0.34123	0.49546	0.999825	10392	2	-4.229	0.0014114	0.0031837	0.899492	75	1	-4.229
hsa-mir-762	4	0.49769	0.66807	0.999825	13660	2	-0.42114	0.0014439	0.0040718	0.975339	76	2	-0.42114
KRBOX1	3	0.26594	0.41743	0.999825	8801	2	-4.6115	0.0014593	0.0032797	0.914556	77	1	-4.6115
SBK1	3	0.86916	0.86929	0.999825	18556	1	-2.1419	0.0015549	0.0034692	0.955001	78	1	-2.1419
hsa-mir-7156	4	0.55543	0.71126	0.999825	14226	1	1.573	0.0015927	0.0044781	0.975339	79	3	1.573
GPR137B	3	0.48278	0.63765	0.999825	13348	2	-3.4476	0.0016027	0.0035582	0.967101	80	1	-3.4476
CLTB	3	0.038298	0.093983	0.978616	2010	1	-1.6023	0.0016505	0.0036462	0.975339	81	1	-1.6023
SSH2	3	0.93132	0.93133	0.999825	19888	0	1.4416	0.0016984	0.0037362	0.975339	82	2	1.4416
MOB3A	3	0.49446	0.64921	0.999825	13577	2	-3.3896	0.0017462	0.0038247	0.975339	83	1	-3.3896
LOC100130451	3	0.47153	0.62648	0.999825	13106	1	0.69001	0.0018418	0.0040059	0.975339	84	1	0.69001
KLRC2	3	0.97569	0.97577	0.999825	20933	0	-0.72269	0.0018896	0.0040815	0.975339	85	1	-0.72269
FAM209B	3	0.84482	0.84694	0.999825	18057	1	-2.4147	0.0019374	0.0041733	0.975339	86	1	-2.4147
hsa-mir-4647	4	0.99425	0.99428	0.999904	21350	0	1.3747	0.002006	0.0055931	0.975339	87	3	1.3747
EVI2B	3	0.99647	0.99652	0.999991	21392	0	0.31829	0.002033	0.0043434	0.975339	88	1	0.31829
CMTM8	3	0.77184	0.7918	0.999825	16877	1	-1.3554	0.0020808	0.0044255	0.975339	89	1	-1.3554
EPHA2	3	0.95951	0.95963	0.999825	20547	0	2.6401	0.0020886	0.0044417	0.975339	90	2	2.6401
LOX	3	0.95465	0.95484	0.999825	20427	0	2.6853	0.0021687	0.0045929	0.975339	91	2	2.6853
ANP32A	3	0.64815	0.72047	0.999825	15236	1	2.6436	0.0021915	0.0046284	0.975339	92	2	2.6436
SPTSSB	3	0.9095	0.90949	0.999825	19402	0	2.5726	0.0022068	0.0046598	0.975339	93	2	2.5726
ABHD13	3	0.67878	0.73621	0.999825	15614	1	2.5697	0.002217	0.004681	0.975339	94	2	2.5697
PTN	3	0.95335	0.95356	0.999825	20385	0	2.7088	0.0022272	0.0046971	0.975339	95	2	2.7088
hsa-mir-5682	4	0.96608	0.96604	0.999825	20710	0	1.8297	0.0023037	0.0062331	0.975339	96	2	1.8297
LILRA3	3	0.97211	0.97216	0.999825	20853	0	-0.47432	0.0023198	0.0048673	0.975339	97	1	-0.47432
MAN1A2	3	0.29342	0.44592	0.999825	9390	1	-0.088435	0.0023676	0.0049576	0.975339	98	1	-0.088435
hsa-mir-4732	4	0.3603	0.56793	0.999825	10814	1	-1.635	0.0023913	0.0063816	0.975339	99	1	-1.635
PHF1	3	0.99872	0.99873	0.999991	21437	0	2.4479	0.00241	0.005042	0.975339	100	2	2.4479
GABRA4	3	0.76981	0.79044	0.999825	16853	1	0.0035894	0.0024154	0.0050517	0.975339	101	1	0.0035894
MTSS1L	3	0.43191	0.58705	0.999825	12327	1	2.6047	0.0024313	0.0050821	0.975339	102	2	2.6047
MX1	3	0.87933	0.87938	0.999825	18757	0	2.5447	0.00245	0.0051158	0.975339	103	2	2.5447
CCDC160	3	0.8726	0.87269	0.999825	18618	1	0.15869	0.0024632	0.005137	0.975339	104	1	0.15869
NonTargetingControlGuideForHuman_0883	1	0.99753	0.99756	0.999991	21415	0	4.7808	0.0024652	0.002451	0.895887	105	1	4.7808
STRA8	3	0.82088	0.82709	0.999825	17642	1	2.5593	0.0024716	0.0051545	0.975339	106	2	2.5593
EPHB3	3	0.68674	0.74056	0.999825	15714	1	1.9561	0.002511	0.0052311	0.975339	107	2	1.9561
RAD21L1	3	0.9031	0.90308	0.999825	19257	0	2.4713	0.0025339	0.0052749	0.975339	108	2	2.4713
SLC46A2	3	0.94061	0.94068	0.999825	20082	0	2.6401	0.0025421	0.0052896	0.975339	109	2	2.6401
SAR1A	3	0.72937	0.76491	0.999825	16268	1	-3.0137	0.0025588	0.0053192	0.975339	110	1	-3.0137
NRM	3	0.95623	0.9564	0.999825	20457	0	-0.78835	0.0026066	0.00541	0.975339	111	1	-0.78835
OR4C16	3	0.61551	0.70451	0.999825	14883	1	2.5428	0.0026136	0.0054257	0.975339	112	2	2.5428
MOGAT2	3	0.99328	0.9934	0.999852	21330	0	2.4731	0.0026442	0.0054856	0.975339	113	2	2.4731
FAM177B	3	0.047254	0.11388	0.983052	2426	2	-5.5808	0.0026543	0.0055018	0.975339	114	1	-5.5808
WNK3	3	0.11915	0.25641	0.99565	5323	2	-4.8049	0.0027021	0.0055838	0.975339	115	1	-4.8049
WBSCR28	3	0.48964	0.64438	0.999825	13497	1	-1.0033	0.0027499	0.0056779	0.975339	116	1	-1.0033
IP6K3	3	0.99558	0.99565	0.999991	21377	0	2.6083	0.0027567	0.0056871	0.975339	117	2	2.6083
EPB41	3	0.24109	0.39134	0.999825	8245	1	-0.46594	0.0028455	0.0058494	0.975339	118	1	-0.46594
hsa-mir-1257	4	0.43687	0.62314	0.999825	12432	2	-0.81693	0.0028629	0.0072245	0.975339	119	2	-0.81693
ADORA2B	3	0.88082	0.88084	0.999825	18785	0	2.51	0.0028774	0.0059186	0.975339	120	2	2.51
EMR2	3	0.6554	0.72411	0.999825	15321	1	2.5105	0.002889	0.0059343	0.975339	121	2	2.5105
LIG3	3	0.91938	0.91937	0.999825	19614	0	-1.7226	0.002941	0.0060288	0.975339	122	1	-1.7226
ASB9	3	0.19529	0.34302	0.999825	7132	2	-4.9162	0.0029888	0.0061178	0.975339	123	1	-4.9162
METTL25	3	0.29587	0.44853	0.999825	9447	1	-2.4197	0.0030366	0.0062091	0.975339	124	1	-2.4197
ADAMTS3	3	0.98017	0.98023	0.999825	21036	0	0.11542	0.0030843	0.0062935	0.975339	125	1	0.11542
LANCL3	3	0.72949	0.76498	0.999825	16269	1	2.4332	0.0031202	0.0063585	0.975339	126	2	2.4332
GALNTL5	3	0.49493	0.64967	0.999825	13590	1	2.404	0.0031292	0.0063765	0.975339	127	2	2.404
NME2	3	0.048905	0.11749	0.983052	2499	2	-5.5638	0.0031321	0.0063829	0.975339	128	1	-5.5638
C21orf2	3	0.98996	0.99008	0.999825	21255	0	2.3647	0.0031323	0.0063839	0.975339	129	2	2.3647
ZNF160	3	0.6101	0.70196	0.999825	14829	1	2.2808	0.0031992	0.0065033	0.975339	130	2	2.2808
PIGN	3	0.64964	0.72121	0.999825	15256	1	0.15611	0.0032276	0.0065572	0.975339	131	1	0.15611
ITPR2	3	0.97862	0.97868	0.999825	21001	0	2.4374	0.0032483	0.006595	0.975339	132	2	2.4374
PPIP5K1	3	0.71921	0.75885	0.999825	16123	1	1.6393	0.0032754	0.0066458	0.975339	133	2	1.6393
C20orf112	3	0.96531	0.96536	0.999825	20685	0	2.4165	0.0032853	0.0066651	0.975339	134	2	2.4165
MCM10	3	0.28885	0.44124	0.999825	9284	1	-1.3144	0.0033232	0.0067306	0.975339	135	1	-1.3144
DYNLT3	3	0.93428	0.93433	0.999825	19952	0	-1.4319	0.0033709	0.0068159	0.975339	136	1	-1.4319
ITSN2	3	0.21198	0.36074	0.999825	7565	2	-4.7981	0.0034187	0.0069022	0.975339	137	1	-4.7981
hsa-mir-548j	4	0.084763	0.21205	0.993034	4009	2	-0.41041	0.0034317	0.0082343	0.975339	138	2	-0.41041
SLC27A4	3	0.43074	0.58589	0.999825	12305	1	1.6275	0.0034664	0.0069994	0.975339	139	2	1.6275
UBE2J2	3	0.44481	0.59986	0.999825	12581	1	2.2954	0.0035088	0.0070801	0.975339	140	2	2.2954
KRBOX4	3	0.84111	0.8437	0.999825	17987	1	1.2105	0.0035142	0.0070907	0.975339	141	2	1.2105
S100A5	3	0.99769	0.9977	0.999991	21419	0	2.3349	0.0035216	0.0071037	0.975339	142	2	2.3349
NKAIN4	3	0.98223	0.98234	0.999825	21089	0	2.4164	0.0035408	0.0071447	0.975339	143	2	2.4164
COMMD1	3	0.96257	0.96267	0.999825	20635	0	2.3187	0.0035441	0.0071507	0.975339	144	2	2.3187
MYL12A	3	0.14504	0.28887	0.999825	5979	2	-4.6123	0.0035619	0.0071844	0.975339	145	1	-4.6123
ALLC	3	0.23241	0.38217	0.999825	8047	1	-2.6533	0.0036097	0.0072729	0.975339	146	1	-2.6533
KIF2C	3	0.44481	0.59986	0.999825	12586	1	2.3683	0.0036541	0.0073614	0.975339	147	2	2.3683
VSX2	3	0.32381	0.47763	0.999825	10014	2	-3.7727	0.0036575	0.007366	0.975339	148	1	-3.7727
SCML1	3	0.96083	0.96098	0.999825	20583	0	2.4094	0.0036607	0.0073711	0.975339	149	2	2.4094
LYSMD1	3	0.53864	0.67045	0.999825	14049	1	2.2876	0.0036836	0.0074163	0.975339	150	2	2.2876
KRTAP9-3	3	0.83674	0.83999	0.999825	17909	1	2.2768	0.0036868	0.0074223	0.975339	151	2	2.2768
TCP11L2	3	0.52849	0.6662	0.999825	13948	1	0.95663	0.0037052	0.007455	0.975339	152	1	0.95663
OR2V2	3	0.41694	0.57207	0.999825	12009	1	2.2792	0.0037295	0.007509	0.975339	153	2	2.2792
DOCK4	3	0.84692	0.84872	0.999825	18101	1	2.2995	0.0037526	0.0075532	0.975339	154	2	2.2995
UBXN7	3	0.89465	0.89469	0.999825	19089	0	-3.0203	0.003753	0.0075565	0.975339	155	1	-3.0203
SPIN1	3	0.31715	0.4707	0.999825	9877	1	2.3205	0.0037791	0.0075989	0.975339	156	2	2.3205
PAGE2B	3	0.67535	0.73435	0.999825	15567	1	-1.8131	0.0038007	0.0076381	0.975339	157	1	-1.8131
MEFV	3	0.94061	0.94067	0.999825	20081	0	-0.36677	0.0038484	0.0077248	0.975339	158	1	-0.36677
ABCB9	3	0.56493	0.68159	0.999825	14328	1	2.3079	0.0039196	0.0078539	0.975339	159	2	2.3079
CHST4	3	0.12911	0.27148	0.99605	5648	1	1.2495	0.0039917	0.0079904	0.975339	160	2	1.2495
OSBPL9	2	0.37677	0.46045	0.999825	11188	1	-0.35036	0.0040328	0.0078069	0.975339	161	1	-0.35036
UBE2E1	3	0.26346	0.41483	0.999825	8746	1	-0.99645	0.0040394	0.0080867	0.975339	162	1	-0.99645
IMPG2	3	0.70692	0.7518	0.999825	15962	1	2.2423	0.0040626	0.0081246	0.975339	163	2	2.2423
SLC4A1AP	3	0.98936	0.98947	0.999825	21244	0	2.3539	0.0040764	0.0081467	0.975339	164	2	2.3539
ERMN	3	0.38368	0.53861	0.999825	11334	1	0.25386	0.0040872	0.0081661	0.975339	165	1	0.25386
ZNF346	3	0.83553	0.83895	0.999825	17888	1	2.1658	0.004104	0.0081956	0.975339	166	2	2.1658
CR2	3	0.9535	0.95371	0.999825	20391	0	2.3433	0.0041109	0.0082057	0.975339	167	2	2.3433
NISCH	3	0.93255	0.93257	0.999825	19907	0	2.1767	0.0041247	0.0082302	0.975339	168	2	2.1767
GTF2F2	3	0.9072	0.90718	0.999825	19348	0	0.11712	0.0041349	0.0082468	0.975339	169	1	0.11712
PRSS23	3	0.53271	0.66795	0.999825	13988	1	-2.1084	0.0041826	0.0083302	0.975339	170	1	-2.1084
ID2	3	0.85171	0.85296	0.999825	18189	1	2.1897	0.0042116	0.0083846	0.975339	171	2	2.1897
KLRG2	3	0.33131	0.48528	0.999825	10174	2	-4.2694	0.0042304	0.0084247	0.975339	172	1	-4.2694
SIGLEC1	3	0.99247	0.99255	0.999825	21314	0	2.2739	0.0042432	0.0084496	0.975339	173	2	2.2739
PLEKHA5	3	0.27592	0.42786	0.999825	9014	2	-4.214	0.0042781	0.0085303	0.975339	174	1	-4.214
TNPO2	3	0.92895	0.92901	0.999825	19827	0	2.0937	0.0042995	0.0085672	0.975339	175	2	2.0937
ST3GAL2	3	0.99508	0.99516	0.999975	21366	0	2.3055	0.004303	0.0085746	0.975339	176	2	2.3055
NDUFAF5	3	0.93957	0.93968	0.999825	20057	0	-1.4871	0.0043258	0.0086143	0.975339	177	1	-1.4871
DNAJC17	3	0.29021	0.44262	0.999825	9315	1	2.2267	0.0043313	0.0086249	0.975339	178	2	2.2267
CAV2	3	0.99913	0.99912	0.999991	21449	0	1.0953	0.0044213	0.0087913	0.975339	179	1	1.0953
DBNL	3	0.39269	0.54767	0.999825	11506	1	1.3636	0.004469	0.0088835	0.975339	180	2	1.3636
MKNK1	3	0.22636	0.37583	0.999825	7877	2	-4.2032	0.0045167	0.0089753	0.975339	181	1	-4.2032
BEX1	3	0.9844	0.98453	0.999825	21134	0	2.1745	0.0045428	0.0090242	0.975339	182	2	2.1745
SCN7A	3	0.43381	0.58893	0.999825	12373	1	-2.7425	0.0046122	0.009157	0.975339	183	1	-2.7425
MAPKBP1	3	0.99897	0.99897	0.999991	21444	0	2.2684	0.0046486	0.0092179	0.975339	184	2	2.2684
VIPR1	3	0.86317	0.86346	0.999825	18432	1	2.2289	0.004678	0.0092741	0.975339	185	2	2.2289
FAM160A2	3	0.89304	0.89302	0.999825	19062	0	2.2556	0.0046964	0.0093105	0.975339	186	2	2.2556
XKR7	3	0.89618	0.89625	0.999825	19121	0	0.62604	0.0047076	0.0093336	0.975339	187	1	0.62604
HNRNPLL	1	0.99525	0.99529	0.999975	21371	0	4.2585	0.0047469	0.0046718	0.975339	188	1	4.2585
HIST3H2BB	3	0.48083	0.63571	0.999825	13296	1	-2.4228	0.0047553	0.0094198	0.975339	189	1	-2.4228
NonTargetingControlGuideForHuman_0045	1	0.99524	0.99528	0.999975	21370	0	4.334	0.0047629	0.0046847	0.975339	190	1	4.334
PIGL	3	0.23241	0.38217	0.999825	8046	1	1.1381	0.0048031	0.0095084	0.975339	191	1	1.1381
MOSPD1	3	0.80805	0.81718	0.999825	17423	1	2.2692	0.0048113	0.009519	0.975339	192	2	2.2692
MUC7	3	0.7851	0.80073	0.999825	17066	1	2.1202	0.0048225	0.009536	0.975339	193	2	2.1202
RIT1	3	0.96404	0.96412	0.999825	20662	0	2.1379	0.0048412	0.0095669	0.975339	194	2	2.1379
CDH26	3	0.94846	0.94859	0.999825	20260	0	0.25923	0.0048508	0.0095863	0.975339	195	1	0.25923
TMEM114	3	0.88389	0.88394	0.999825	18854	0	2.1552	0.0048561	0.0095997	0.975339	196	2	2.1552
ULBP1	3	0.98745	0.98758	0.999825	21205	0	2.1589	0.0048599	0.009608	0.975339	197	2	2.1589
DSP	3	0.80781	0.817	0.999825	17420	1	-1.4338	0.0048985	0.0096854	0.975339	198	1	-1.4338
CLEC4F	3	0.47384	0.6288	0.999825	13158	1	2.1519	0.0049313	0.0097458	0.975339	199	2	2.1519
CHRM1	3	0.18439	0.3314	0.999825	6872	1	2.2082	0.0049351	0.0097527	0.975339	200	2	2.2082
ZNF655	3	0.48325	0.63812	0.999825	13359	2	-3.4505	0.0049462	0.0097781	0.975339	201	1	-3.4505
LRSAM1	3	0.16608	0.31167	0.999825	6462	1	2.1714	0.0049843	0.0098454	0.975339	202	2	2.1714
NLK	3	0.44314	0.59823	0.999825	12556	1	2.1816	0.0050299	0.0099234	0.975339	203	2	2.1816
PLAC9	3	0.4686	0.62356	0.999825	13037	1	2.1318	0.0050815	0.010032	0.975339	204	2	2.1318
STRN3	3	0.95749	0.95764	0.999825	20498	0	-1.2414	0.0050893	0.010047	0.975339	205	1	-1.2414
GLCE	3	0.41989	0.57509	0.999825	12073	1	2.1362	0.0051026	0.01007	0.975339	206	2	2.1362
GPR171	3	0.19597	0.34375	0.999825	7159	2	-3.6069	0.005137	0.010131	0.975339	207	1	-3.6069
HIST1H2BA	3	0.99254	0.99262	0.999835	21316	0	2.0941	0.0051526	0.010161	0.975339	208	2	2.0941
NDUFS1	3	0.995	0.99509	0.999975	21364	0	2.1297	0.0051565	0.010167	0.975339	209	2	2.1297
TMEM66	3	0.58104	0.6887	0.999825	14503	1	2.1129	0.0051642	0.010183	0.975339	210	2	2.1129
UBTF	3	0.1806	0.32737	0.999825	6798	1	0.8524	0.0052324	0.010323	0.975339	211	1	0.8524
hsa-mir-1255b-1	1	0.99476	0.99479	0.999914	21362	0	4.1207	0.0052416	0.0051716	0.975339	212	1	4.1207
ZNF592	3	0.87158	0.87164	0.999825	18596	1	0.89252	0.0052801	0.010414	0.975339	213	1	0.89252
KCTD14	3	0.82325	0.82902	0.999825	17672	1	-0.91605	0.0053278	0.010504	0.975339	214	1	-0.91605
MYL7	3	0.62619	0.70967	0.999825	15012	1	2.2246	0.0053353	0.010517	0.975339	215	2	2.2246
ENSA	3	0.44481	0.59986	0.999825	12576	1	2.1535	0.0053589	0.01056	0.975339	216	2	2.1535
ART1	3	0.93877	0.9389	0.999825	20042	0	-2.2608	0.0053755	0.010595	0.975339	217	1	-2.2608
HOXA11	3	0.18439	0.3314	0.999825	6868	2	-4.0472	0.0054232	0.010669	0.975339	218	1	-4.0472
SMYD4	3	0.64912	0.72095	0.999825	15247	1	-2.5791	0.0054709	0.01075	0.975339	219	1	-2.5791
hsa-mir-3675	4	0.95494	0.95481	0.999825	20436	0	0.74676	0.0054897	0.011881	0.975339	220	2	0.74676
BUB1B	3	0.96171	0.96182	0.999825	20608	0	-1.2974	0.0055186	0.010832	0.975339	221	1	-1.2974
OR52N2	3	0.99464	0.99471	0.999904	21358	0	2.1559	0.0055491	0.010873	0.975339	222	2	2.1559
KLF13	3	0.43608	0.59118	0.999825	12415	2	-3.701	0.0055663	0.010911	0.975339	223	1	-3.701
BCL2L1	3	0.65754	0.72517	0.999825	15348	1	-2.4131	0.005614	0.011005	0.975339	224	1	-2.4131
RFWD3	3	0.94356	0.94369	0.999825	20155	0	2.1213	0.0056494	0.01107	0.975339	225	2	2.1213
GAS2L3	3	0.99537	0.99546	0.999991	21374	0	1.1695	0.0056617	0.011089	0.975339	226	1	1.1695
SPPL2A	3	0.99722	0.99722	0.999991	21410	0	2.1331	0.0056737	0.011117	0.975339	227	2	2.1331
TAX1BP3	3	0.99433	0.9944	0.999904	21352	0	1.942	0.0056979	0.011169	0.975339	228	2	1.942
FLJ45513	3	0.45819	0.61319	0.999825	12841	1	0.75987	0.0057094	0.01119	0.975339	229	1	0.75987
NonTargetingControlGuideForHuman_0185	1	0.99425	0.99429	0.999904	21349	0	4.2369	0.0057522	0.0057129	0.975339	230	1	4.2369
