id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SSR3	3	0.9987	0.99871	0.999966	21435	0	0.87141	0.00035879	0.0010571	0.770266	27	3	0.87141
SSR2	3	0.97003	0.97009	0.999966	20749	0	1.074	0.00037692	0.0011106	0.770266	28	3	1.074
11-Sep	3	0.99962	0.99962	0.999966	21461	0	0.86258	0.00037818	0.0011143	0.770266	29	3	0.86258
NonTargetingControlGuideForHuman_0856	1	0.99961	0.99963	0.999966	21460	0	2.7157	0.00039072	0.00039081	0.585891	30	1	2.7157
hsa-mir-3201	3	0.99874	0.99875	0.999966	21437	0	1.5432	0.00039089	0.001148	0.770266	31	3	1.5432
FAM47C	3	0.96963	0.9697	0.999966	20738	0	1.1365	0.00040511	0.0011853	0.771227	32	3	1.1365
PRAMEF22	2	0.99958	0.99957	0.999966	21459	0	1.0726	0.00041638	0.00078785	0.676634	33	2	1.0726
PRKX	3	0.99922	0.99922	0.999966	21449	0	0.90562	0.00043887	0.0012909	0.789805	34	3	0.90562
IFIT3	3	0.99903	0.99904	0.999966	21445	0	0.88665	0.00044232	0.0012992	0.789805	35	3	0.88665
IRX2	3	0.99954	0.99953	0.999966	21458	0	1.0952	0.00046203	0.001361	0.789805	36	3	1.0952
EVI2B	3	0.97026	0.97031	0.999966	20754	0	0.45588	0.0005501	0.0015884	0.806652	37	3	0.45588
COX8C	3	0.99945	0.99945	0.999966	21457	0	1.3644	0.00055323	0.0016004	0.806652	38	3	1.3644
TOB1	3	0.99044	0.99054	0.999966	21232	0	0.78928	0.00057153	0.0016515	0.806652	39	3	0.78928
GTF2F2	3	0.9994	0.9994	0.999966	21456	0	1.0537	0.00060131	0.0017373	0.806652	40	3	1.0537
BTBD7	3	0.99939	0.9994	0.999966	21455	0	0.91125	0.00060506	0.0017452	0.806652	41	3	0.91125
hsa-mir-4271	4	0.079692	0.18229	0.990352	3605	2	-0.692	0.00060588	0.002269	0.806652	42	1	-0.692
ARMC1	3	0.99939	0.99939	0.999966	21454	0	0.71339	0.00061366	0.0017742	0.806652	43	3	0.71339
hsa-mir-1469	3	0.79323	0.79305	0.999966	16797	0	1.2393	0.00061959	0.001795	0.806652	44	2	1.2393
RGS11	3	0.72316	0.72845	0.999966	15465	1	1.3368	0.00064575	0.0018641	0.806652	45	2	1.3368
NXT2	3	0.96179	0.96189	0.999966	20541	0	1.1612	0.00064713	0.0018692	0.806652	46	2	1.1612
hsa-mir-4713	4	0.85567	0.85608	0.999966	18157	1	0.47695	0.00066965	0.0025033	0.806652	47	2	0.47695
ZNF335	3	0.99931	0.99931	0.999966	21453	0	0.76501	0.00068837	0.0019822	0.806652	48	3	0.76501
hsa-mir-513b	4	0.63386	0.71842	0.999966	13981	1	0.53301	0.00069446	0.0025973	0.806652	49	2	0.53301
PLCZ1	3	0.29004	0.42588	0.999966	8881	1	1.3235	0.00069674	0.0019997	0.806652	50	2	1.3235
ZNF85	3	0.9993	0.9993	0.999966	21452	0	0.93744	0.00069849	0.0020075	0.806652	51	3	0.93744
hsa-mir-142	4	0.89882	0.8986	0.999966	19142	0	0.91458	0.00071489	0.0026674	0.806652	52	3	0.91458
ZNF568	3	0.99927	0.99927	0.999966	21451	0	0.87422	0.00073177	0.0020993	0.806652	53	3	0.87422
PLS1	3	0.92573	0.92572	0.999966	19765	0	0.99792	0.00073624	0.0021127	0.806652	54	2	0.99792
BTN3A3	3	0.53987	0.59994	0.999966	12677	1	1.4612	0.0007414	0.0021297	0.806652	55	2	1.4612
AXIN1	3	0.66243	0.68068	0.999966	14403	1	1.2318	0.00074517	0.0021399	0.806652	56	2	1.2318
GRM3	3	0.99922	0.99922	0.999966	21450	0	0.81982	0.00078264	0.002245	0.806652	57	3	0.81982
LRRCC1	3	0.48059	0.56592	0.999966	11880	1	1.0722	0.00078599	0.0022566	0.806652	58	2	1.0722
KIF5C	3	0.29243	0.42865	0.999966	8939	1	0.45527	0.00078922	0.0022658	0.806652	59	2	0.45527
hsa-mir-6783	4	0.50169	0.649	0.999966	12158	2	-0.27719	0.00079716	0.002963	0.815476	60	1	-0.27719
ZNF169	3	0.99917	0.99917	0.999966	21448	0	1.4481	0.00082629	0.0023635	0.806652	61	3	1.4481
MTFR2	3	0.90609	0.90611	0.999966	19322	0	1.433	0.00083656	0.0023903	0.806652	62	2	1.433
C4orf48	3	0.40465	0.52601	0.999966	10948	1	0.63948	0.00083703	0.0023931	0.806652	63	2	0.63948
HCCS	3	0.99914	0.99913	0.999966	21447	0	0.88955	0.00086305	0.0024636	0.806652	64	3	0.88955
LSM12	3	0.95156	0.95174	0.999966	20315	0	1.1995	0.00086444	0.0024682	0.806652	65	2	1.1995
RFPL3	3	0.98438	0.98452	0.999966	21070	0	0.53381	0.00090876	0.0025876	0.806652	66	3	0.53381
NPTX2	3	0.30615	0.44487	0.999966	9261	1	0.77495	0.00090876	0.0025876	0.806652	67	2	0.77495
CTBP2	3	0.99907	0.99907	0.999966	21446	0	0.76665	0.00092953	0.0026527	0.806652	68	3	0.76665
SMDT1	3	0.11953	0.22077	0.990419	4706	1	-0.019314	0.00098048	0.0027878	0.815476	69	1	-0.019314
NOL4	3	0.82547	0.82528	0.999966	17468	0	0.95514	0.00099072	0.0028145	0.815476	70	2	0.95514
SMCR7L	2	0.99898	0.99896	0.999966	21444	0	1.2298	0.0010199	0.0019255	0.806652	71	2	1.2298
HIGD1B	3	0.99898	0.99898	0.999966	21443	0	1.0671	0.001021	0.0029104	0.815476	72	3	1.0671
C15orf61	3	0.037486	0.092152	0.986105	1957	1	1.2918	0.0010219	0.0029155	0.815476	73	2	1.2918
hsa-mir-7155	4	0.95951	0.95946	0.999966	20490	0	0.74758	0.0010387	0.0038244	0.828395	74	3	0.74758
ZNF681	3	0.99894	0.99894	0.999966	21442	0	1.0285	0.001064	0.003029	0.815476	75	3	1.0285
CYP19A1	3	0.90661	0.9066	0.999966	19334	0	0.94192	0.0010946	0.003117	0.815476	76	2	0.94192
LCORL	3	0.9819	0.98201	0.999966	21023	0	1.0997	0.0011037	0.0031382	0.815476	77	3	1.0997
KNDC1	3	0.99888	0.99888	0.999966	21441	0	0.87431	0.0011198	0.0031797	0.815476	78	3	0.87431
hsa-mir-4527	4	0.99888	0.99887	0.999966	21440	0	0.76825	0.0011202	0.0041265	0.828395	79	4	0.76825
NMNAT1	3	0.81356	0.81326	0.999966	17235	0	0.036124	0.0011239	0.0031903	0.815476	80	1	0.036124
hsa-mir-4300	3	0.76222	0.76305	0.999966	16165	1	1.1902	0.0011754	0.0033375	0.828256	81	2	1.1902
MSRB3	3	0.9988	0.99881	0.999966	21439	0	0.97722	0.001198	0.0033956	0.828256	82	3	0.97722
TBCE	3	0.9223	0.9223	0.999966	19684	0	0.57479	0.0012195	0.0034555	0.828256	83	2	0.57479
CBL	3	0.99878	0.99879	0.999966	21438	0	0.58533	0.0012205	0.0034592	0.828256	84	3	0.58533
FAM3A	3	0.5606	0.61247	0.999966	12954	1	1.1838	0.0012398	0.0035104	0.828256	85	2	1.1838
SCN4A	3	0.95119	0.95135	0.999966	20305	0	1.4319	0.0012673	0.0035837	0.828395	86	2	1.4319
ZNF197	3	0.99871	0.99872	0.999966	21436	0	1.0276	0.0012853	0.0036372	0.828395	87	3	1.0276
TGFBR3L	3	0.84907	0.84901	0.999966	18010	0	0.13059	0.0013151	0.0037216	0.828395	88	1	0.13059
NonTargetingControlGuideForHuman_0324	1	0.99867	0.9987	0.999966	21434	0	3.158	0.0013317	0.0013283	0.789805	89	1	3.158
ZNF496	3	0.99866	0.99867	0.999966	21433	0	0.88052	0.0013392	0.0037889	0.828395	90	3	0.88052
hsa-mir-4496	3	0.6707	0.68674	0.999966	14543	1	0.40675	0.0013629	0.0038516	0.828395	91	2	0.40675
FAM180B	3	0.29702	0.43407	0.999966	9042	1	0.31258	0.0014107	0.0039692	0.828395	92	2	0.31258
PRR16	3	0.99857	0.99857	0.999966	21432	0	0.62663	0.0014325	0.0040292	0.828395	93	3	0.62663
RS1	3	0.9928	0.99288	0.999966	21302	0	1.0523	0.001441	0.0040522	0.828395	94	3	1.0523
TBC1D8B	3	0.86243	0.86236	0.999966	18320	0	0.090766	0.0014585	0.004108	0.828395	95	1	0.090766
RALA	3	0.58701	0.62904	0.999966	13307	1	0.86594	0.0014701	0.0041375	0.828395	96	2	0.86594
UBR1	3	0.99084	0.99093	0.999966	21244	0	1.4712	0.0014974	0.0042242	0.828395	97	3	1.4712
SYNGR2	3	0.20726	0.32823	0.999966	6863	2	-0.52381	0.0015063	0.0042514	0.828395	98	1	-0.52381
ADHFE1	3	0.99848	0.9985	0.999966	21431	0	0.82946	0.0015162	0.0042795	0.828395	99	3	0.82946
ACOT2	3	0.99798	0.99799	0.999966	21417	0	1.3966	0.0015164	0.00428	0.828395	100	3	1.3966
hsa-mir-548am	3	0.43945	0.54383	0.999966	11377	1	-0.037582	0.0015541	0.0043898	0.828395	101	1	-0.037582
MRPL13	3	0.94868	0.94883	0.999966	20255	0	0.96502	0.0015827	0.0044709	0.828395	102	2	0.96502
C10orf118	3	0.51176	0.58342	0.999966	12278	1	0.80984	0.0016019	0.004523	0.828395	103	2	0.80984
CMBL	3	0.9708	0.97085	0.999966	20773	0	0.82979	0.0016417	0.0046342	0.828395	104	3	0.82979
RIMS3	3	0.99835	0.99836	0.999966	21430	0	0.71183	0.0016463	0.0046438	0.828395	105	3	0.71183
OR5K1	3	0.95175	0.95193	0.999966	20320	0	0.19085	0.0016497	0.0046526	0.828395	106	1	0.19085
LILRB1	3	0.99834	0.99835	0.999966	21429	0	0.8492	0.0016607	0.0046881	0.828395	107	3	0.8492
RPRD2	3	0.78623	0.78607	0.999966	16640	1	0.75886	0.0016975	0.0047956	0.828395	108	2	0.75886
KIAA0586	2	0.99829	0.99826	0.999966	21428	0	0.97683	0.0017068	0.0032819	0.828256	109	2	0.97683
RGS18	3	0.10563	0.20338	0.990352	4299	1	1.1613	0.0017084	0.0048237	0.828395	110	2	1.1613
hsa-mir-448	4	0.99731	0.99731	0.999966	21405	0	0.84667	0.0017105	0.0062297	0.85747	111	4	0.84667
TAS1R1	3	0.99829	0.9983	0.999966	21427	0	0.86919	0.0017129	0.0048343	0.828395	112	3	0.86919
MXRA5	3	0.75491	0.75632	0.999966	16030	1	1.4212	0.0017129	0.0048343	0.828395	113	2	1.4212
CASC1	3	0.68201	0.69538	0.999966	14734	1	0.93952	0.0017446	0.004921	0.828395	114	2	0.93952
CDC7	3	0.68429	0.69712	0.999966	14768	1	-0.18788	0.0017453	0.0049219	0.828395	115	1	-0.18788
TAS2R8	3	0.99825	0.99826	0.999966	21426	0	0.78209	0.0017495	0.0049334	0.828395	116	3	0.78209
LRRC8D	3	0.94703	0.94718	0.999966	20211	0	0.93096	0.0017537	0.0049468	0.828395	117	2	0.93096
HIST1H3G	3	0.95403	0.95425	0.999966	20366	0	2.4302	0.0017605	0.0049648	0.828395	118	2	2.4302
EPHA4	3	0.99824	0.99825	0.999966	21425	0	0.78131	0.0017623	0.0049703	0.828395	119	3	0.78131
BUB3	3	0.50283	0.57837	0.999966	12171	1	0.91019	0.0017696	0.0049902	0.828395	120	2	0.91019
FAM46A	3	0.99822	0.99823	0.999966	21424	0	1.1788	0.0017809	0.005022	0.828395	121	3	1.1788
SLC10A7	3	0.972	0.97205	0.999966	20797	0	1.554	0.0017822	0.0050266	0.828395	122	3	1.554
RWDD2B	3	0.97437	0.97444	0.999966	20843	0	0.41854	0.0017931	0.0050543	0.828395	123	3	0.41854
ERP44	3	0.96162	0.96174	0.999966	20539	0	0.47832	0.0018409	0.0051838	0.839686	124	2	0.47832
NonTargetingControlGuideForHuman_0528	1	0.99813	0.99814	0.999966	21423	0	2.198	0.0018739	0.0018595	0.806652	125	1	2.198
BIN2	3	0.67501	0.68998	0.999966	14611	1	-0.11367	0.0018886	0.0053093	0.849615	126	1	-0.11367
HCN2	3	0.9981	0.99812	0.999966	21422	0	0.76221	0.0019009	0.005342	0.849615	127	3	0.76221
hsa-mir-3668	2	0.997	0.99694	0.999966	21397	0	1.1184	0.0019288	0.0037207	0.828395	128	2	1.1184
GPI	3	0.86719	0.86716	0.999966	18441	0	0.65868	0.0019364	0.0054448	0.85029	129	2	0.65868
FRMD4B	3	0.99803	0.99804	0.999966	21421	0	0.73571	0.001967	0.0055361	0.85029	130	3	0.73571
CSTA	3	0.70415	0.71287	0.999966	15109	1	0.35065	0.0019842	0.0055753	0.85029	131	2	0.35065
CTSO	3	0.99801	0.99803	0.999966	21420	0	0.85518	0.0019866	0.0055813	0.85029	132	3	0.85518
NOC3L	3	0.77274	0.77299	0.999966	16369	1	1.3921	0.0019982	0.0056104	0.85029	133	2	1.3921
PRAMEF1	3	0.99798	0.99799	0.999966	21419	0	1.1537	0.0020227	0.00568	0.85029	134	3	1.1537
hsa-mir-4439	4	0.99798	0.998	0.999966	21418	0	0.43159	0.0020235	0.0073659	0.880776	135	4	0.43159
OR8B4	3	0.97758	0.97764	0.999966	20922	0	1.1277	0.0020323	0.0057035	0.85029	136	3	1.1277
NonTargetingControlGuideForHuman_0506	1	0.99797	0.99798	0.999966	21416	0	1.9697	0.0020334	0.0020228	0.806652	137	1	1.9697
C4orf19	3	0.99796	0.99798	0.999966	21415	0	0.72852	0.0020361	0.0057155	0.85029	138	3	0.72852
DPH5	3	0.78317	0.78301	0.999966	16578	1	0.70059	0.002047	0.0057423	0.85029	139	2	0.70059
OR5P2	3	0.60712	0.64225	0.999966	13576	1	0.91896	0.0020741	0.0058151	0.851519	140	2	0.91896
MBOAT1	3	0.24687	0.37519	0.999966	7852	1	-0.18532	0.0020798	0.0058299	0.851519	141	1	-0.18532
EIF2B1	3	0.055745	0.13227	0.9885	2792	1	0.2981	0.0021275	0.0059641	0.852482	142	2	0.2981
TMC4	3	0.36665	0.50721	0.999966	10509	1	0.87186	0.0021413	0.0060028	0.852482	143	2	0.87186
ALDOB	3	0.72437	0.72946	0.999966	15489	1	0.77473	0.0021615	0.0060554	0.852482	144	2	0.77473
SIPA1L2	3	0.16298	0.27449	0.999966	5806	1	0.93074	0.0021741	0.0060895	0.852482	145	2	0.93074
ACP6	3	0.99783	0.99784	0.999966	21414	0	0.54576	0.0021744	0.0060895	0.852482	146	3	0.54576
HAGHL	3	0.7498	0.75173	0.999966	15941	1	0.30693	0.0021753	0.0060927	0.852482	147	2	0.30693
GALK2	3	0.99782	0.99783	0.999966	21413	0	0.54819	0.0021849	0.0061144	0.852482	148	3	0.54819
KIF25	3	0.99774	0.99776	0.999966	21412	0	0.63867	0.002259	0.0063099	0.85747	149	3	0.63867
LCE1C	3	0.99765	0.99766	0.999966	21411	0	0.7167	0.0023458	0.0065585	0.862316	150	3	0.7167
CAPN3	3	0.99765	0.99766	0.999966	21410	0	1.0377	0.002347	0.0065608	0.862316	151	3	1.0377
HIVEP1	3	0.93234	0.93236	0.999966	19914	0	0.75759	0.0023625	0.0066083	0.862316	152	2	0.75759
KLF9	3	0.98552	0.98564	0.999966	21100	0	0.60274	0.0023664	0.0066147	0.862316	153	3	0.60274
C7orf50	3	0.99763	0.99763	0.999966	21409	0	0.72696	0.0023716	0.0066267	0.862316	154	3	0.72696
HEATR4	3	0.7839	0.78375	0.999966	16586	1	-0.060969	0.0024142	0.0067355	0.865981	155	1	-0.060969
HDLBP	3	0.91528	0.91522	0.999966	19524	0	0.20695	0.0024619	0.0068637	0.874539	156	1	0.20695
DNAJC4	3	0.30164	0.43955	0.999966	9153	1	0.88583	0.0024691	0.0068836	0.874539	157	2	0.88583
SLC10A5	3	0.87073	0.87076	0.999966	18525	0	1.076	0.0024961	0.0069592	0.878946	158	2	1.076
PTH1R	3	0.96346	0.96356	0.999966	20585	0	0.87601	0.0025286	0.0070496	0.879406	159	2	0.87601
TMEM207	3	0.80729	0.80706	0.999966	17095	0	-0.12215	0.0025575	0.0071178	0.879406	160	1	-0.12215
RPL31	3	0.034731	0.085902	0.986105	1838	1	0.85273	0.0025642	0.007134	0.879406	161	2	0.85273
FAM83B	3	0.99742	0.99742	0.999966	21408	0	0.66287	0.0025768	0.0071676	0.879406	162	3	0.66287
hsa-mir-208b	4	0.013803	0.045392	0.931511	827	2	-1.4966	0.002583	0.0093064	0.891233	163	2	-1.4966
TMEM39B	3	0.10263	0.1996	0.990352	4214	1	1.0278	0.002611	0.0072622	0.880776	164	2	1.0278
EXOG	3	0.99736	0.99736	0.999966	21407	0	0.92777	0.0026371	0.0073433	0.880776	165	3	0.92777
SYT3	3	0.99736	0.99736	0.999966	21406	0	0.60058	0.002643	0.0073571	0.880776	166	3	0.60058
SHOX2	3	0.73217	0.73612	0.999966	15623	1	0.82746	0.002653	0.0073839	0.880776	167	2	0.82746
hsa-mir-192	4	0.32111	0.48041	0.999966	9609	2	-0.59971	0.0027084	0.0097218	0.891233	168	1	-0.59971
SCN7A	3	0.99256	0.99264	0.999966	21292	0	0.99298	0.0027256	0.0075803	0.887296	169	3	0.99298
SHISA4	3	0.43125	0.53958	0.999966	11279	1	1.4875	0.0027341	0.0076039	0.887296	170	2	1.4875
GCC2	3	0.2778	0.41166	0.999966	8583	2	-0.24571	0.0027485	0.0076463	0.887423	171	1	-0.24571
BST2	3	0.99722	0.99722	0.999966	21404	0	0.76219	0.0027826	0.0077357	0.888204	172	3	0.76219
KRTAP2-2	1	0.9972	0.99723	0.999966	21403	0	1.9631	0.0027989	0.0027781	0.815476	173	1	1.9631
CCDC174	3	0.91056	0.91054	0.999966	19423	0	1.0993	0.0028167	0.0078247	0.891233	174	2	1.0993
ZNF883	3	0.99716	0.99716	0.999966	21402	0	0.4135	0.0028436	0.0078971	0.891233	175	3	0.4135
NUP35	3	0.24445	0.37235	0.999966	7797	2	-0.41845	0.002844	0.0078985	0.891233	176	1	-0.41845
PDF	3	0.50088	0.57728	0.999966	12144	1	1.192	0.0028571	0.0079331	0.891233	177	2	1.192
OR56A3	3	0.99708	0.99709	0.999966	21401	0	0.68445	0.002924	0.0081231	0.891233	178	3	0.68445
RNASE1	3	0.99707	0.99709	0.999966	21400	0	0.65148	0.002926	0.0081305	0.891233	179	3	0.65148
HIP1R	3	0.99706	0.99708	0.999966	21399	0	0.84886	0.0029358	0.0081531	0.891233	180	3	0.84886
WFDC13	2	0.53647	0.5436	0.999966	12634	1	0.47709	0.0029482	0.0056551	0.85029	181	1	0.47709
SYTL5	3	0.99704	0.99706	0.999966	21398	0	0.48713	0.0029604	0.0082153	0.891233	182	3	0.48713
SERPINA6	3	0.69641	0.70664	0.999966	14982	1	0.79945	0.002965	0.0082264	0.891233	183	2	0.79945
SYPL2	3	0.57609	0.62214	0.999966	13149	1	0.0072768	0.0029873	0.0082859	0.891233	184	1	0.0072768
NonTargetingControlGuideForHuman_0088	1	0.99698	0.99703	0.999966	21396	0	1.5215	0.0030221	0.0029971	0.815476	185	1	1.5215
PGGT1B	3	0.99698	0.99699	0.999966	21395	0	0.67862	0.003025	0.008397	0.891233	186	3	0.67862
hsa-mir-8053	4	0.39841	0.55246	0.999966	10891	2	-0.3797	0.0030267	0.010855	0.891233	187	1	-0.3797
hsa-mir-378j	4	0.40395	0.55761	0.999966	10943	2	0.22994	0.0030267	0.010855	0.891233	188	2	0.22994
hsa-mir-299	4	0.99697	0.99697	0.999966	21394	0	0.61161	0.003028	0.010859	0.891233	189	4	0.61161
SYT8	3	0.84037	0.84027	0.999966	17817	0	1.0729	0.003063	0.0085003	0.891233	190	2	1.0729
DSG2	3	0.95737	0.95753	0.999966	20434	0	0.20592	0.0030828	0.0085533	0.891233	191	2	0.20592
NonTargetingControlGuideForHuman_0851	1	0.99688	0.99694	0.999966	21393	0	1.6	0.0031178	0.0030857	0.815476	192	1	1.6
UBA7	3	0.95951	0.95964	0.999966	20491	0	0.6038	0.0031305	0.0086848	0.891233	193	2	0.6038
hsa-mir-10a	4	0.14087	0.28685	0.999966	5243	1	0.66372	0.0031762	0.011363	0.891233	194	2	0.66372
LOC200726	3	0.23441	0.36041	0.999966	7548	1	0.7496	0.0031782	0.0088203	0.891233	195	2	0.7496
MATN1	3	0.99357	0.99367	0.999966	21319	0	0.55719	0.003226	0.0089338	0.891233	196	3	0.55719
HMBOX1	3	0.12805	0.23133	0.990992	4934	1	0.42704	0.0032737	0.0090675	0.891233	197	2	0.42704
KLHL31	3	0.99671	0.99676	0.999966	21392	0	0.71443	0.0032874	0.0091039	0.891233	198	3	0.71443
hsa-mir-2681	4	0.96506	0.96498	0.999966	20626	0	0.19501	0.0033449	0.011956	0.891233	199	2	0.19501
hsa-mir-580	4	0.24617	0.41138	0.999966	7833	1	0.69458	0.0033595	0.012004	0.891233	200	3	0.69458
CCDC70	3	0.99659	0.99664	0.999966	21391	0	0.48914	0.0034138	0.0094429	0.891233	201	3	0.48914
SLC25A31	3	0.82973	0.8295	0.999966	17579	0	-0.078593	0.0034169	0.0094493	0.891233	202	1	-0.078593
OR51E2	3	0.99657	0.99662	0.999966	21390	0	0.62194	0.0034317	0.0094954	0.891233	203	3	0.62194
ADORA1	3	0.4919	0.57223	0.999966	12024	1	0.72392	0.0034401	0.0095185	0.891233	204	2	0.72392
LPL	3	0.99655	0.9966	0.999966	21389	0	0.71124	0.0034514	0.0095485	0.891233	205	3	0.71124
ATP6V1C1	3	0.99654	0.99659	0.999966	21388	0	0.60161	0.0034628	0.0095835	0.891233	206	3	0.60161
hsa-mir-4281	4	0.78151	0.79879	0.999966	16545	1	1.2148	0.0034638	0.012377	0.891233	207	2	1.2148
hsa-mir-4420	4	0.098827	0.21595	0.990352	4102	3	-0.53415	0.0034721	0.012405	0.891233	208	1	-0.53415
SPINT3	3	0.99649	0.99654	0.999966	21387	0	0.93814	0.0035074	0.0097041	0.891233	209	3	0.93814
FGD4	3	0.92585	0.92585	0.999966	19772	0	0.97564	0.0035084	0.0097094	0.891233	210	2	0.97564
UBE2E3	3	0.13961	0.24572	0.996815	5217	1	0.47744	0.0035124	0.0097195	0.891233	211	2	0.47744
NonTargetingControlGuideForHuman_0779	1	0.99645	0.99652	0.999966	21385	0	1.923	0.0035484	0.003503	0.828256	212	1	1.923
MACF1	3	0.63427	0.6607	0.999966	13989	1	0.17211	0.0035601	0.0098537	0.891233	213	1	0.17211
hsa-mir-4656	4	0.99642	0.99643	0.999966	21384	0	0.3733	0.0035792	0.012759	0.891233	214	4	0.3733
MMGT1	3	0.64473	0.66804	0.999966	14146	1	0.82757	0.0035985	0.0099598	0.891233	215	2	0.82757
hsa-mir-4696	4	0.93155	0.93137	0.999966	19897	0	0.17394	0.0035994	0.012837	0.891233	216	2	0.17394
LIPN	3	0.55606	0.60965	0.999966	12899	1	0.35006	0.0036079	0.0099833	0.891233	217	2	0.35006
TAAR2	3	0.99638	0.99644	0.999966	21383	0	0.69896	0.003615	0.0099981	0.891233	218	3	0.69896
PTGDR2	3	0.99636	0.99641	0.999966	21382	0	0.47503	0.0036433	0.010085	0.891233	219	3	0.47503
ZNF165	3	0.29147	0.42756	0.999966	8917	2	-0.32768	0.0036556	0.010126	0.891233	220	1	-0.32768
DEPDC1B	3	0.21176	0.33355	0.999966	6993	1	0.96519	0.0036962	0.010226	0.891233	221	2	0.96519
KIF26A	3	0.99627	0.99632	0.999966	21381	0	0.67319	0.0037335	0.010335	0.891233	222	3	0.67319
AGBL3	3	0.99621	0.99627	0.999966	21380	0	0.61975	0.0037914	0.010487	0.891233	223	3	0.61975
hsa-mir-431	4	0.9962	0.99622	0.999966	21379	0	0.54978	0.0037992	0.013538	0.893048	224	4	0.54978
CA1	3	0.62943	0.65734	0.999966	13915	1	0.91894	0.0038085	0.010536	0.891233	225	2	0.91894
ULK4	3	0.97319	0.97323	0.999966	20816	0	0.67249	0.0038152	0.010551	0.891233	226	3	0.67249
FOXG1	3	0.33805	0.48167	0.999966	9985	2	-0.26974	0.0038226	0.010573	0.891233	227	1	-0.26974
GPAT2	3	0.99616	0.99622	0.999966	21378	0	0.57028	0.0038381	0.010615	0.891233	228	3	0.57028
AGPS	3	0.99616	0.99622	0.999966	21377	0	0.75301	0.0038405	0.010622	0.891233	229	3	0.75301
hsa-mir-3656	4	0.99616	0.99617	0.999966	21376	0	0.51165	0.0038433	0.013692	0.893572	230	4	0.51165
PRH1	3	0.99614	0.9962	0.999966	21375	0	0.59589	0.0038569	0.010661	0.891233	231	3	0.59589
