id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hsa-mir-4528	2	0.99974	0.99974	0.999997	21466	0	3.5438	0.00026127	0.00050282	0.599835	22	2	3.5438
CXCL11	3	0.91498	0.91492	0.999581	19567	0	-1.7691	0.00026313	0.00077117	0.66965	23	1	-1.7691
hsa-mir-4259	4	0.74596	0.83235	0.999581	16486	1	2.9979	0.00026774	0.00080437	0.66965	24	3	2.9979
COPS8	3	0.90342	0.90341	0.999581	19325	0	3.5788	0.00027613	0.00081083	0.66965	25	2	3.5788
BHLHE22	3	0.99969	0.99969	0.999997	21465	0	2.8096	0.0003067	0.00088806	0.695014	26	3	2.8096
BCO2	3	0.38643	0.54136	0.999581	11258	2	-3.3094	0.00031096	0.00090627	0.695014	27	1	-3.3094
TXNDC12	3	0.95202	0.9522	0.999581	20351	0	3.5923	0.00033858	0.00099711	0.721287	28	2	3.5923
NonTargetingControlGuideForHuman_0088	1	0.99963	0.99965	0.999997	21464	0	6.6508	0.00037479	0.00037602	0.599835	29	1	6.6508
ZBTB14	3	0.25842	0.4096	0.999581	8610	1	3.3977	0.00044697	0.0013157	0.893211	30	2	3.3977
FOXA2	3	0.99955	0.99954	0.999997	21463	0	1.533	0.00045383	0.0013406	0.893211	31	3	1.533
ITGA4	3	0.99953	0.99953	0.999997	21462	0	1.5822	0.00046637	0.001377	0.893211	32	3	1.5822
OLA1	3	0.096231	0.21365	0.995999	4450	2	-2.7905	0.00050229	0.0014559	0.893211	33	1	-2.7905
CCDC112	3	0.99386	0.99396	0.999581	21350	0	2.1006	0.00055012	0.0015458	0.92203	34	2	2.1006
FRRS1	3	0.99101	0.99109	0.999581	21277	0	3.3137	0.00057681	0.0016025	0.92926	35	2	3.3137
TSPYL6	3	0.83008	0.83443	0.999581	17817	1	-2.1679	0.00059795	0.0016445	0.92926	36	1	-2.1679
hsa-mir-374a	4	0.94669	0.94668	0.999581	20264	0	1.8422	0.00061796	0.0017953	0.972521	37	3	1.8422
LOC200726	3	0.48266	0.63752	0.999581	13282	1	-2.0322	0.0006936	0.0018188	0.972521	38	1	-2.0322
WNK3	3	0.6358	0.71434	0.999581	15091	1	-1.3711	0.00074142	0.0019105	0.972521	39	1	-1.3711
INSC	3	0.5659	0.682	0.999581	14276	1	3.181	0.0007708	0.001964	0.972521	40	2	3.181
TGFBR3L	3	0.11301	0.2452	0.997107	5116	1	-2.3096	0.00078924	0.0019995	0.972521	41	1	-2.3096
CLEC14A	3	0.90106	0.90108	0.999581	19281	0	3.1323	0.00082795	0.0020738	0.972521	42	2	3.1323
hsa-mir-4650-1	3	0.5391	0.67064	0.999581	13997	1	1.1277	0.00083706	0.0020876	0.972521	43	1	1.1277
PLAC1	3	0.87885	0.87889	0.999581	18797	0	3.1407	0.00084533	0.0021023	0.972521	44	2	3.1407
RGS11	3	0.86562	0.86581	0.999581	18537	1	-0.45847	0.00088488	0.0021798	0.972521	45	1	-0.45847
hsa-mir-4647	4	0.99566	0.99569	0.99986	21378	0	1.8724	0.00094886	0.0027087	0.972521	46	3	1.8724
EVI2B	3	0.98222	0.98233	0.999581	21073	0	-0.56994	0.00098051	0.0023518	0.972521	47	1	-0.56994
hsa-mir-548ah	1	0.99899	0.99902	0.999997	21448	0	5.6986	0.0010127	0.0010077	0.721287	48	1	5.6986
S100A5	3	0.99938	0.99938	0.999997	21456	0	2.9432	0.0010272	0.0024435	0.972521	49	2	2.9432
LOC100130451	3	0.2306	0.38023	0.999581	7996	1	-0.10168	0.0010283	0.0024463	0.972521	50	1	-0.10168
FOXN4	3	0.96693	0.967	0.999581	20708	0	2.9688	0.0010731	0.0025339	0.972521	51	2	2.9688
CCDC160	3	0.91721	0.91719	0.999581	19622	0	0.53356	0.0010761	0.0025404	0.972521	52	1	0.53356
AXL	3	0.99411	0.99419	0.999581	21356	0	0.61094	0.0012196	0.002794	0.972521	53	1	0.61094
MPHOSPH6	3	0.96219	0.96229	0.999581	20608	0	2.2865	0.0012341	0.0028193	0.972521	54	2	2.2865
ZNF773	3	0.67798	0.73576	0.999581	15634	1	2.7108	0.0012903	0.0029249	0.972521	55	2	2.7108
ZRANB2	3	0.93676	0.93685	0.999581	20056	0	1.4688	0.0013152	0.0029697	0.972521	56	2	1.4688
GPI	3	0.95833	0.95847	0.999581	20514	0	2.0261	0.001363	0.0030554	0.972521	57	2	2.0261
EMR2	3	0.57125	0.68434	0.999581	14339	1	2.9442	0.0014083	0.0031269	0.972521	58	2	2.9442
BIN2	3	0.80257	0.81314	0.999581	17328	1	-2.1694	0.0014108	0.0031333	0.972521	59	1	-2.1694
EMC1	3	0.98712	0.98725	0.999581	21185	0	2.8333	0.001437	0.0031808	0.972521	60	2	2.8333
FAM178A	3	0.3841	0.53904	0.999581	11206	1	2.8147	0.0014536	0.00322	0.972521	61	2	2.8147
hsa-mir-1204	4	0.92271	0.92375	0.999581	19753	1	1.9944	0.001457	0.0040979	0.972521	62	3	1.9944
CCDC15	3	0.32054	0.4742	0.999581	9923	2	-3.7536	0.0014586	0.0032292	0.972521	63	1	-3.7536
NonTargetingControlGuideForHuman_0572	1	0.99854	0.99858	0.999976	21443	0	5.2273	0.0014593	0.0014504	0.893211	64	1	5.2273
hsa-mir-3976	4	0.91196	0.91499	0.999581	19504	1	0.75786	0.0014806	0.0041671	0.972521	65	2	0.75786
KIF5C	3	0.24414	0.39459	0.999581	8284	2	-4.3129	0.0015064	0.0033256	0.972521	66	1	-4.3129
TMEM192	3	0.0625	0.14648	0.985154	3096	1	2.7298	0.0015613	0.0034344	0.972521	67	2	2.7298
hsa-mir-548ab	4	0.10992	0.2521	0.997107	4977	2	-2.2797	0.001562	0.0043891	0.972521	68	1	-2.2797
KRBOX1	3	0.24539	0.39591	0.999581	8319	2	-3.7378	0.001602	0.0035091	0.972521	69	1	-3.7378
PTN	3	0.95545	0.95564	0.999581	20446	0	2.8561	0.0016286	0.0035617	0.972521	70	2	2.8561
hsa-mir-4732	4	0.15116	0.31468	0.999581	6191	1	-1.7841	0.0016895	0.0047213	0.972521	71	1	-1.7841
SBK1	3	0.92391	0.9239	0.999581	19779	0	-1.8136	0.0016975	0.0036871	0.972521	72	1	-1.8136
EMC4	3	0.50128	0.65514	0.999581	13638	1	2.6638	0.0017175	0.0037194	0.972521	73	2	2.6638
hsa-mir-154	4	0.981	0.98098	0.999581	21045	0	2.027	0.0017243	0.0048265	0.972521	74	3	2.027
GNAI2	3	0.95745	0.95761	0.999581	20494	0	2.7765	0.0017243	0.0037318	0.972521	75	2	2.7765
FUNDC1	3	0.15675	0.30154	0.999581	6311	2	-3.6132	0.0017453	0.0037738	0.972521	76	1	-3.6132
hsa-mir-6790	4	0.93818	0.9381	0.999581	20083	0	1.5285	0.001789	0.0050201	0.972521	77	3	1.5285
SSH2	3	0.86598	0.86615	0.999581	18543	1	1.6574	0.0017931	0.0038674	0.972521	78	2	1.6574
CPNE7	3	0.46552	0.62048	0.999581	12953	2	-2.8689	0.0018409	0.003955	0.972521	79	1	-2.8689
RGL1	3	0.98578	0.9859	0.999581	21157	0	2.6642	0.00186	0.0039882	0.972521	80	2	2.6642
STK32A	3	0.90434	0.90431	0.999581	19345	0	2.5882	0.001867	0.0039997	0.972521	81	2	2.5882
GPR137B	3	0.39974	0.55476	0.999581	11572	1	-2.5044	0.0018887	0.004032	0.972521	82	1	-2.5044
ITSN2	3	0.37053	0.52531	0.999581	10956	2	-3.4008	0.0019365	0.0041228	0.972521	83	1	-3.4008
MAN1A2	3	0.12105	0.25983	0.997107	5393	1	0.03181	0.0019843	0.0042095	0.972521	84	1	0.03181
ANP32A	3	0.44559	0.60062	0.999581	12519	1	2.6701	0.0020032	0.0042423	0.972521	85	2	2.6701
USH1C	3	0.38637	0.54129	0.999581	11257	1	2.615	0.0020056	0.0042446	0.972521	86	2	2.615
MX1	3	0.83825	0.84125	0.999581	17963	1	2.6369	0.0020202	0.0042755	0.972521	87	2	2.6369
ABCB9	3	0.14493	0.28876	0.999199	6057	1	2.654	0.00203	0.0042902	0.972521	88	2	2.654
MEFV	3	0.76222	0.78544	0.999581	16707	1	0.60916	0.002032	0.0042934	0.972521	89	1	0.60916
SLC46A2	3	0.87544	0.87553	0.999581	18734	0	2.7535	0.002052	0.004328	0.972521	90	2	2.7535
CACNG4	3	0.95473	0.95491	0.999581	20423	0	2.6314	0.0020792	0.0043751	0.972521	91	2	2.6314
hsa-mir-548ag-2	3	0.44456	0.5996	0.999581	12500	1	2.6184	0.0021114	0.0044345	0.972521	92	2	2.6184
C20orf112	3	0.9935	0.99361	0.999581	21339	0	2.6269	0.002139	0.0044899	0.972521	93	2	2.6269
XKR7	3	0.66953	0.7313	0.999581	15519	1	0.89071	0.0021754	0.0045567	0.972521	94	1	0.89071
UQCR10	3	0.54162	0.67166	0.999581	14019	1	2.546	0.0022149	0.0046263	0.972521	95	2	2.546
CLTB	3	0.6989	0.74727	0.999581	15896	1	-2.2459	0.0022232	0.0046448	0.972521	96	1	-2.2459
NRM	3	0.94063	0.9407	0.999581	20134	0	-0.86245	0.0022709	0.0047227	0.972521	97	1	-0.86245
KIR2DL1	3	0.64148	0.71713	0.999581	15159	1	2.5467	0.0022921	0.0047638	0.972521	98	2	2.5467
ZNF750	3	0.57869	0.68767	0.999581	14420	1	2.5869	0.0023103	0.0047988	0.972521	99	2	2.5869
TG	3	0.68623	0.74027	0.999581	15736	1	-1.6554	0.0023187	0.0048163	0.972521	100	1	-1.6554
hsa-mir-1226	4	0.070362	0.1885	0.993527	3419	2	-2.0041	0.0023198	0.0060935	0.972521	101	2	-2.0041
ALLC	3	0.089034	0.19975	0.994017	4181	1	-1.6238	0.0023665	0.0049072	0.972521	102	1	-1.6238
LILRA3	3	0.97115	0.97118	0.999581	20809	0	-0.21432	0.0024142	0.0050026	0.972521	103	1	-0.21432
CMTM8	3	0.59594	0.69543	0.999581	14601	1	-0.69118	0.002462	0.0050879	0.972521	104	1	-0.69118
GPR85	3	0.80463	0.81464	0.999581	17363	1	2.5964	0.0024638	0.0050916	0.972521	105	2	2.5964
TRIM16L	3	0.20028	0.34835	0.999581	7288	2	-4.7561	0.0025098	0.005182	0.972521	106	1	-4.7561
KIF2C	3	0.21144	0.36018	0.999581	7553	1	2.5381	0.0025671	0.0052885	0.972521	107	2	2.5381
DLEU7	3	0.88243	0.88246	0.999581	18873	0	2.534	0.0025891	0.00533	0.972521	108	2	2.534
WBSCR28	3	0.67642	0.7349	0.999581	15613	1	-2.2886	0.0026531	0.005454	0.972521	109	1	-2.2886
STRA8	3	0.77663	0.79498	0.999581	16924	1	2.4964	0.0026779	0.0054955	0.972521	110	2	2.4964
MYL12A	3	0.38816	0.54306	0.999581	11305	2	-3.2269	0.0027008	0.0055347	0.972521	111	1	-3.2269
KLRC2	3	0.97829	0.97835	0.999581	20978	0	0.019082	0.0027486	0.0056306	0.972521	112	1	0.019082
ZNF346	3	0.8109	0.81934	0.999581	17470	1	2.3467	0.0027797	0.0056818	0.972521	113	2	2.3467
OR4C16	3	0.52891	0.66636	0.999581	13912	1	2.4787	0.0027911	0.0057016	0.972521	114	2	2.4787
VSX2	3	0.19031	0.33778	0.999581	7055	2	-4.8494	0.0027963	0.0057136	0.972521	115	1	-4.8494
GRM4	3	0.97345	0.97349	0.999581	20863	0	1.9084	0.0028441	0.0058017	0.972521	116	2	1.9084
MARVELD2	3	0.88567	0.88571	0.999581	18948	0	2.3303	0.0028457	0.0058044	0.972521	117	2	2.3303
FAM177B	3	0.0078096	0.021162	0.929735	472	2	-7.3837	0.0028919	0.0058957	0.972521	118	1	-7.3837
COL13A1	3	0.99896	0.99896	0.999997	21447	0	2.3674	0.0028921	0.0058957	0.972521	119	2	2.3674
MAPRE3	3	0.99887	0.99887	0.999997	21446	0	2.3906	0.002895	0.005902	0.972521	120	2	2.3906
PPIP5K1	3	0.45342	0.60837	0.999581	12689	1	1.7365	0.0029396	0.0059815	0.972521	121	2	1.7365
NonTargetingControlGuideForHuman_0308	1	0.99703	0.99707	0.99986	21407	0	4.4695	0.0029744	0.0029494	0.972521	122	1	4.4695
ZFAND4	3	0.14226	0.28586	0.998073	5992	2	-5.1133	0.0029874	0.0060696	0.972521	123	1	-5.1133
LYSMD1	3	0.67677	0.73509	0.999581	15618	1	2.3755	0.0029918	0.006076	0.972521	124	2	2.3755
UBE2J2	3	0.85022	0.85161	0.999581	18205	1	2.3279	0.0030691	0.0062194	0.972521	125	2	2.3279
FAM209B	3	0.69768	0.7466	0.999581	15882	1	-2.2409	0.0030829	0.0062475	0.972521	126	1	-2.2409
PLS1	3	0.96482	0.96489	0.999581	20664	0	2.4204	0.0031052	0.0062895	0.972521	127	2	2.4204
PRRX2	3	0.57037	0.68396	0.999581	14330	1	2.1756	0.0031263	0.0063255	0.972521	128	2	2.1756
HIBADH	3	0.33744	0.49157	0.999581	10263	1	2.2131	0.0031306	0.0063342	0.972521	129	2	2.2131
MOB3A	3	0.71807	0.75819	0.999581	16121	1	-2.2351	0.0031783	0.0064292	0.972521	130	1	-2.2351
CLTA	3	0.93639	0.93647	0.999581	20046	0	-0.68099	0.0032261	0.0065094	0.972521	131	1	-0.68099
RPL22L1	3	0.44984	0.60482	0.999581	12611	1	2.2759	0.0032884	0.0066238	0.972521	132	2	2.2759
IP6K3	3	0.99587	0.99594	0.99986	21388	0	2.49	0.0033008	0.0066473	0.972521	133	2	2.49
hsa-mir-769	4	0.97443	0.97435	0.999581	20877	0	1.4334	0.0033056	0.0078766	0.972521	134	2	1.4334
CHRM1	3	0.066482	0.15469	0.986214	3273	1	2.4192	0.0033381	0.0067137	0.972521	135	2	2.4192
hsa-mir-330	4	0.54676	0.70435	0.999581	14072	1	1.2204	0.003358	0.0079748	0.972521	136	2	1.2204
METTL25	3	0.49159	0.64633	0.999581	13485	2	-2.7284	0.0033693	0.0067681	0.972521	137	1	-2.7284
DHRS4L2	3	0.62948	0.71127	0.999581	15013	1	2.3863	0.0033757	0.0067801	0.972521	138	2	2.3863
MCM10	3	0.4544	0.6094	0.999581	12717	2	-2.9377	0.003417	0.006852	0.972521	139	1	-2.9377
ZNF197	3	0.25787	0.40903	0.999581	8594	1	2.3416	0.003426	0.0068742	0.972521	140	2	2.3416
DNAJC17	3	0.48159	0.63648	0.999581	13258	1	2.2204	0.0034768	0.0069719	0.972521	141	2	2.2204
ASB9	3	0.22406	0.37342	0.999581	7838	2	-4.1452	0.0035125	0.0070434	0.972521	142	1	-4.1452
ID2	3	0.89865	0.89873	0.999581	19238	0	2.389	0.0035375	0.007095	0.972521	143	2	2.389
EPHB3	3	0.7952	0.80785	0.999581	17218	1	2.1181	0.0035602	0.0071356	0.972521	144	2	2.1181
ST3GAL2	3	0.98787	0.98803	0.999581	21206	0	2.3916	0.0035664	0.0071494	0.972521	145	2	2.3916
PIGN	3	0.87436	0.87446	0.999581	18712	1	-0.26168	0.003608	0.007226	0.972521	146	1	-0.26168
IMPG2	3	0.41924	0.57442	0.999581	11972	1	2.2683	0.003667	0.0073399	0.972521	147	2	2.2683
UBTF	3	0.41118	0.56627	0.999581	11820	1	0.70276	0.0037034	0.0074113	0.972521	148	1	0.70276
GABRA4	3	0.81757	0.82448	0.999581	17575	1	0.1783	0.0037512	0.0075072	0.972521	149	1	0.1783
TRPC1	3	0.99902	0.99903	0.999997	21449	0	2.2443	0.0037855	0.0075681	0.972521	150	2	2.2443
ITPR2	3	0.92906	0.92911	0.999581	19887	0	2.3093	0.0038287	0.0076493	0.972521	151	2	2.3093
UBXN7	3	0.17599	0.32236	0.999581	6746	2	-3.6073	0.0038466	0.0076806	0.972521	152	1	-3.6073
NKAIN4	3	0.99628	0.99633	0.99986	21395	0	2.327	0.0038823	0.0077424	0.972521	153	2	2.327
hsa-mir-4742	4	0.056312	0.16022	0.98983	2833	2	-2.1541	0.0038897	0.00895	0.972521	154	2	-2.1541
SAR1A	3	0.24539	0.39591	0.999581	8311	1	-1.2953	0.0038943	0.0077678	0.972521	155	1	-1.2953
NonTargetingControlGuideForHuman_0883	1	0.9961	0.99616	0.99986	21390	0	4.2609	0.0038994	0.0038374	0.972521	156	1	4.2609
ZNF655	3	0.36986	0.52465	0.999581	10949	2	-3.3864	0.0039421	0.0078471	0.972521	157	1	-3.3864
OSBPL9	2	0.48986	0.53586	0.999581	13439	1	0.14587	0.0039672	0.0076151	0.972521	158	1	0.14587
DBNL	3	0.82692	0.83185	0.999581	17759	1	1.0417	0.0039898	0.0079434	0.972521	159	1	1.0417
FCN1	3	0.99829	0.9983	0.99986	21439	0	2.2242	0.0040417	0.0080486	0.972521	160	2	2.2242
HOXA11	3	0.026957	0.068147	0.974003	1472	2	-6.3163	0.0040852	0.00812	0.972521	161	1	-6.3163
GBP2	3	0.47475	0.6297	0.999581	13128	1	2.2641	0.0040863	0.0081223	0.972521	162	2	2.2641
GTF2F2	3	0.61588	0.70469	0.999581	14842	1	0.71415	0.0041329	0.0082035	0.972521	163	1	0.71415
SCML1	3	0.96818	0.96824	0.999581	20735	0	2.3176	0.0041381	0.0082086	0.972521	164	2	2.3176
BTLA	3	0.96476	0.96484	0.999581	20663	0	2.293	0.0041485	0.0082252	0.972521	165	2	2.293
PRAMEF22	2	0.99584	0.99577	0.99986	21387	0	2.1127	0.0041607	0.0079831	0.972521	166	2	2.1127
PUS7L	3	0.99443	0.99449	0.99966	21362	0	2.1349	0.0041659	0.0082496	0.972521	167	2	2.1349
EPB41	3	0.64221	0.71748	0.999581	15165	1	0.36902	0.0041806	0.0082842	0.972521	168	1	0.36902
PLEKHA5	3	0.13026	0.27277	0.997241	5708	2	-5.533	0.0042283	0.0083787	0.972521	169	1	-5.533
NME2	3	0.027535	0.069475	0.975263	1498	2	-7.009	0.0042761	0.0084871	0.972521	170	1	-7.009
PDE4DIP	3	0.91727	0.91724	0.999581	19626	0	2.2904	0.0043095	0.0085461	0.972521	171	2	2.2904
LOX	3	0.95647	0.95664	0.999581	20472	0	2.2884	0.0043272	0.008577	0.972521	172	2	2.2884
ARL6IP5	3	0.49526	0.65	0.999581	13549	1	2.2543	0.0043912	0.0086959	0.972521	173	2	2.2543
hsa-mir-762	4	0.055212	0.15747	0.988994	2798	2	-0.32357	0.0044137	0.0098837	0.972521	174	2	-0.32357
STRN3	3	0.97707	0.97714	0.999581	20945	0	-0.66448	0.0044192	0.0087485	0.972521	175	1	-0.66448
hsa-mir-98	4	0.21498	0.40585	0.999581	7623	2	-3.6153	0.0044263	0.0099072	0.972521	176	1	-3.6153
SMU1	3	0.67512	0.73422	0.999581	15590	1	0.36543	0.0044669	0.0088416	0.972521	177	1	0.36543
SLC7A6	3	0.92499	0.92499	0.999581	19806	0	2.178	0.0044879	0.0088818	0.972521	178	2	2.178
SLC27A4	3	0.49816	0.65283	0.999581	13594	1	1.4559	0.0045146	0.0089315	0.972521	179	2	1.4559
FRMD4B	3	0.77805	0.79597	0.999581	16950	1	2.1356	0.0045458	0.0089924	0.972521	180	2	2.1356
ERMN	3	0.76525	0.78742	0.999581	16749	1	0.62043	0.0045623	0.0090288	0.972521	181	1	0.62043
FAM160A2	3	0.82103	0.82721	0.999581	17643	1	2.2536	0.0045639	0.0090307	0.972521	182	2	2.2536
hsa-mir-1255b-1	1	0.99541	0.99545	0.99986	21374	0	4.1261	0.0045852	0.0045092	0.972521	183	1	4.1261
MOGAT2	3	0.99847	0.99848	0.999922	21442	0	2.1312	0.0045894	0.0090796	0.972521	184	2	2.1312
APPBP2	3	0.73765	0.76995	0.999581	16371	1	0.52085	0.00461	0.0091118	0.972521	185	1	0.52085
NDUFAF1	3	0.68755	0.74099	0.999581	15756	1	2.1818	0.0046515	0.0091833	0.972521	186	2	2.1818
EPHA2	3	0.98538	0.9855	0.999581	21153	0	2.0887	0.0046577	0.0091916	0.972521	187	2	2.0887
DOCK4	3	0.83884	0.84174	0.999581	17975	1	2.147	0.0046846	0.009246	0.972521	188	2	2.147
ENO3	3	0.47909	0.63398	0.999581	13209	1	2.193	0.004703	0.0092831	0.972521	189	2	2.193
C3orf62	3	0.24668	0.39725	0.999581	8344	1	2.1091	0.0047067	0.0092921	0.972521	190	2	2.1091
LRRC4B	3	0.98375	0.98385	0.999581	21119	0	2.1899	0.0047141	0.0093064	0.972521	191	2	2.1899
SLC15A4	3	0.93334	0.93342	0.999581	19980	0	2.0237	0.0047177	0.0093106	0.972521	192	2	2.0237
TMEM133	3	0.83663	0.83987	0.999581	17936	1	2.111	0.004751	0.0093696	0.972521	193	2	2.111
UBXN4	3	0.027895	0.070309	0.975263	1515	2	-7.0004	0.0047531	0.0093751	0.972521	194	1	-7.0004
ZNF2	3	0.97553	0.97561	0.999581	20902	0	1.9607	0.0047584	0.0093843	0.972521	195	2	1.9607
CHST4	3	0.82116	0.82733	0.999581	17646	1	1.8219	0.0048008	0.0094632	0.972521	196	2	1.8219
LYRM1	3	0.74185	0.77251	0.999581	16427	1	2.2066	0.0048068	0.0094738	0.972521	197	2	2.2066
MYL7	3	0.79516	0.80783	0.999581	17217	1	2.2801	0.0048778	0.0095983	0.972521	198	2	2.2801
PTF1A	3	0.21936	0.36852	0.999581	7739	1	2.1552	0.0048815	0.0096075	0.972521	199	2	2.1552
LIG3	3	0.84976	0.85121	0.999581	18194	1	-1.864	0.0048961	0.0096407	0.972521	200	1	-1.864
SERPINA10	3	0.73038	0.76551	0.999581	16273	1	2.1177	0.0049305	0.0097057	0.972521	201	2	2.1177
ADAMTS3	3	0.96474	0.9648	0.999581	20662	0	0.33034	0.0049438	0.0097306	0.972521	202	1	0.33034
HMSD	3	0.77106	0.79128	0.999581	16833	1	-1.0616	0.0049915	0.0098196	0.972521	203	1	-1.0616
HLA-DQB2	3	0.82343	0.82915	0.999581	17695	1	-2.306	0.0050392	0.0099035	0.972521	204	1	-2.306
DYNLT3	3	0.98453	0.98467	0.999581	21135	0	-0.43431	0.0051346	0.010087	0.972521	205	1	-0.43431
TCP11L2	3	0.80311	0.81353	0.999581	17338	1	1.916	0.0051822	0.010176	0.972521	206	2	1.916
MKNK1	3	0.053263	0.12695	0.983467	2695	2	-6.5717	0.0052299	0.010279	0.972521	207	1	-6.5717
KRBOX4	3	0.45207	0.60703	0.999581	12656	1	1.7739	0.0052776	0.010368	0.972521	208	2	1.7739
ROCK2	3	0.32264	0.47637	0.999581	9969	1	2.079	0.0052834	0.01038	0.972521	209	2	2.079
hsa-mir-3653	4	0.88194	0.89407	0.999581	18863	1	0.80287	0.0053193	0.01153	0.972521	210	2	0.80287
hsa-mir-5682	4	0.99312	0.99311	0.999581	21324	0	1.1478	0.0053494	0.011587	0.972521	211	2	1.1478
TRIP10	3	0.86762	0.86774	0.999581	18573	1	2.1038	0.0053774	0.010558	0.972521	212	2	2.1038
BRK1	3	0.9958	0.99587	0.99986	21385	0	2.1408	0.0053932	0.01058	0.972521	213	2	2.1408
ZNF169	3	0.69805	0.7468	0.999581	15885	1	1.9836	0.005401	0.010592	0.972521	214	2	1.9836
TTR	3	0.78166	0.79839	0.999581	17009	1	0.20881	0.0054206	0.010626	0.972521	215	1	0.20881
PTGFR	3	0.88128	0.88133	0.999581	18850	0	2.1133	0.0054961	0.010752	0.972521	216	2	2.1133
CDH26	3	0.96046	0.96062	0.999581	20565	0	0.33695	0.005516	0.010789	0.972521	217	1	0.33695
FA2H	3	0.99076	0.99085	0.999581	21271	0	2.1592	0.0055199	0.010796	0.972521	218	2	2.1592
ADORA2B	3	0.95488	0.95507	0.999581	20424	0	2.1036	0.0055479	0.010834	0.972521	219	2	2.1036
FAM188B	3	0.58372	0.68988	0.999581	14475	1	2.0745	0.0055519	0.010842	0.972521	220	2	2.0745
CEP89	3	0.062088	0.14563	0.985154	3081	2	-6.3314	0.0055636	0.010867	0.972521	221	1	-6.3314
MSTO1	3	0.81794	0.82475	0.999581	17586	1	-1.3665	0.0056113	0.010961	0.972521	222	1	-1.3665
CYLC1	3	0.8459	0.84787	0.999581	18105	1	2.0183	0.005628	0.010991	0.972521	223	2	2.0183
BCL2L1	3	0.86634	0.86651	0.999581	18551	1	-2.053	0.005659	0.011045	0.972521	224	1	-2.053
ARPC3	3	0.36268	0.51731	0.999581	10797	1	-2.1313	0.0057066	0.011149	0.972521	225	1	-2.1313
GRIA1	3	0.37386	0.52873	0.999581	11026	1	1.993	0.0057412	0.011203	0.972521	226	2	1.993
G6PC2	3	0.91703	0.91699	0.999581	19615	0	2.0213	0.0057534	0.011228	0.972521	227	2	2.0213
ZNF592	3	0.96292	0.96302	0.999581	20622	0	0.45555	0.0057543	0.011231	0.972521	228	1	0.45555
TAS2R43	3	0.99749	0.99748	0.99986	21417	0	2.023	0.0057574	0.011236	0.972521	229	2	2.023
RNF212	3	0.79546	0.80804	0.999581	17223	1	-1.7579	0.005802	0.011319	0.972521	230	1	-1.7579
CCDC71	3	0.22406	0.37342	0.999581	7840	1	2.0764	0.0058145	0.011345	0.972521	231	2	2.0764
